ID,DateTime,MilliSeconds,1,2
1,20220125T174734,0,142.30,140.30
2,20220125T174735,100,148.00,140.80
3,20220125T174735,200,147.30,143.70
4,20220125T174735,300,148.00,149.90
5,20220125T174735,400,149.30,144.90
6,20220125T174735,500,144.30,141.80
7,20220125T174735,600,144.60,147.50
8,20220125T174735,700,147.50,148.10
9,20220125T174735,800,147.60,143.00
10,20220125T174735,900,143.50,142.80
11,20220125T174735,1000,144.80,149.70
12,20220125T174736,1100,146.20,146.10
13,20220125T174736,1200,144.70,143.70
14,20220125T174736,1300,141.40,149.50
15,20220125T174736,1400,143.00,140.70
16,20220125T174736,1500,145.60,142.50
17,20220125T174736,1600,144.30,146.60
18,20220125T174736,1700,141.50,145.00
19,20220125T174736,1800,144.20,147.50
20,20220125T174736,1900,142.30,146.50
21,20220125T174736,2000,141.20,142.90
22,20220125T174737,2100,148.00,147.30
23,20220125T174737,2200,145.70,145.60
24,20220125T174737,2300,142.30,145.30
25,20220125T174737,2400,140.60,145.20
26,20220125T174737,2500,147.60,146.20
27,20220125T174737,2600,143.80,141.10
28,20220125T174737,2700,146.60,149.40
29,20220125T174737,2800,140.90,148.20
30,20220125T174737,2900,149.60,140.90
31,20220125T174737,3000,149.60,144.40
32,20220125T174738,3100,143.50,146.50
33,20220125T174738,3200,145.80,140.30
34,20220125T174738,3300,140.30,140.40
35,20220125T174738,3400,144.60,145.50
36,20220125T174738,3500,145.00,147.50
37,20220125T174738,3600,142.70,146.30
38,20220125T174738,3700,145.20,141.10
39,20220125T174738,3800,148.40,148.70
40,20220125T174738,3900,141.60,147.70
41,20220125T174738,4000,145.10,149.00
42,20220125T174739,4100,148.30,142.00
43,20220125T174739,4200,149.90,149.00
44,20220125T174739,4300,144.20,141.10
45,20220125T174739,4400,143.60,146.20
46,20220125T174739,4500,146.00,146.90
47,20220125T174739,4600,141.40,147.80
48,20220125T174739,4700,146.60,145.70
49,20220125T174739,4800,149.90,145.00
50,20220125T174739,4900,141.90,149.80
51,20220125T174739,5000,144.30,146.80
52,20220125T174740,5100,147.60,140.10
53,20220125T174740,5200,144.60,148.80
54,20220125T174740,5300,142.00,148.10
55,20220125T174740,5400,144.90,141.10
56,20220125T174740,5500,144.70,144.40
57,20220125T174740,5600,147.60,149.60
58,20220125T174740,5700,147.80,145.60
59,20220125T174740,5800,143.60,146.20
60,20220125T174740,5900,143.90,143.90
61,20220125T174740,6000,147.90,148.70
62,20220125T174741,6100,146.60,140.00
63,20220125T174741,6200,140.60,149.10
64,20220125T174741,6300,145.60,149.80
65,20220125T174741,6400,144.60,147.00
66,20220125T174741,6500,143.30,140.10
67,20220125T174741,6600,149.00,148.40
68,20220125T174741,6700,145.80,142.70
69,20220125T174741,6800,149.40,148.60
70,20220125T174741,6900,149.70,148.90
71,20220125T174741,7000,143.50,142.70
72,20220125T174742,7100,146.80,140.00
73,20220125T174742,7200,146.40,144.00
74,20220125T174742,7300,148.80,141.00
75,20220125T174742,7400,148.30,142.30
76,20220125T174742,7500,143.10,142.30
77,20220125T174742,7600,145.60,141.40
78,20220125T174742,7700,141.20,146.90
79,20220125T174742,7800,145.20,146.20
80,20220125T174742,7900,148.10,143.50
81,20220125T174742,8000,143.50,147.10
82,20220125T174743,8100,142.40,147.00
83,20220125T174743,8200,146.60,149.30
84,20220125T174743,8300,142.80,142.60
85,20220125T174743,8400,143.30,149.90
86,20220125T174743,8500,140.30,142.60
87,20220125T174743,8600,148.80,144.10
88,20220125T174743,8700,148.90,141.90
89,20220125T174743,8800,148.10,141.50
90,20220125T174743,8900,142.30,149.80
91,20220125T174743,9000,145.20,146.80
92,20220125T174744,9100,146.10,148.90
93,20220125T174744,9200,140.10,148.30
94,20220125T174744,9300,149.30,142.00
95,20220125T174744,9400,141.30,144.20
96,20220125T174744,9500,142.60,145.00
97,20220125T174744,9600,145.60,143.20
98,20220125T174744,9700,140.60,149.20
99,20220125T174744,9800,146.40,140.20
100,20220125T174744,9900,140.60,149.00
