ID,DateTime,MilliSeconds,1,2,3,4,5,6,7,8
1,20220105T114915,0,11.80,95.80,28.50,56.20,118.40,135.20,98.20,41.00
2,20220105T114918,100,155.40,162.50,51.10,170.10,114.80,178.20,152.90,183.30
3,20220105T114921,200,28.20,156.10,146.20,170.30,83.60,54.80,156.60,36.10
4,20220105T114923,300,68.80,27.20,189.80,159.00,47.60,186.70,14.90,61.70
5,20220105T114926,400,133.30,84.20,167.20,11.90,106.10,17.90,66.90,61.40
6,20220105T114928,500,89.70,141.20,133.20,188.70,119.40,14.30,118.10,112.20
7,20220105T114930,600,36.50,128.50,126.90,81.40,74.50,195.20,105.50,122.80
8,20220105T114933,700,12.30,163.40,92.30,82.30,156.90,114.40,63.20,192.30
9,20220105T114936,800,92.30,65.40,54.50,161.70,126.80,119.30,144.40,96.60
10,20220105T114938,900,66.50,41.10,124.60,60.70,119.20,184.70,126.90,66.40
11,20220105T114941,1000,71.50,20.30,73.30,54.80,122.40,151.10,65.70,137.20
12,20220105T114943,1100,165.20,13.70,177.70,151.70,149.50,119.20,49.40,29.50
13,20220105T114946,1200,53.10,194.40,91.30,159.20,61.40,164.40,103.70,52.10
14,20220105T114949,1300,122.00,95.20,16.40,165.30,95.40,57.60,163.00,141.20
15,20220105T114951,1400,95.70,128.50,158.70,195.00,59.60,126.30,26.30,14.70
16,20220105T114954,1500,172.10,10.40,142.90,129.50,198.30,42.30,17.90,100.40
17,20220105T114956,1600,157.60,98.90,33.00,156.10,118.60,21.50,80.20,94.30
18,20220105T114959,1700,148.30,162.70,91.10,148.20,54.00,16.60,199.60,22.30
19,20220105T115001,1800,121.90,147.50,65.90,17.90,135.20,191.00,176.50,90.90
20,20220105T115004,1900,163.50,52.50,182.30,108.10,35.30,148.70,88.30,158.60
21,20220105T115006,2000,70.30,102.90,67.80,143.80,120.00,138.20,133.40,72.90
22,20220105T115009,2100,89.10,45.40,56.30,105.30,181.40,146.70,132.90,182.50
23,20220105T115011,2200,189.90,169.90,25.40,66.80,188.20,59.20,39.10,174.20
24,20220105T115014,2300,56.50,182.10,35.20,56.20,80.20,53.10,194.40,138.40
25,20220105T115017,2400,122.40,96.30,36.10,103.40,75.90,86.40,161.60,186.70
26,20220105T115020,2500,151.10,59.70,187.10,63.50,13.10,65.10,186.10,73.80
27,20220105T115022,2600,100.80,141.30,104.60,154.30,76.00,182.90,147.00,134.60
28,20220105T115025,2700,164.80,116.10,12.80,157.50,55.20,173.30,149.90,32.40
29,20220105T115028,2800,90.30,153.00,103.80,194.80,62.10,40.80,11.30,70.50
30,20220105T115031,2900,103.90,168.40,96.50,33.10,124.70,165.50,89.40,181.60
31,20220105T115033,3000,85.70,25.80,48.30,10.50,181.70,73.90,149.00,99.00
32,20220105T115036,3100,138.60,65.70,169.90,101.30,108.40,133.00,162.70,192.60
33,20220105T115039,3200,123.30,159.00,42.70,73.70,83.00,50.30,190.30,108.20
34,20220105T115041,3300,123.00,88.70,157.10,151.90,72.50,38.80,66.60,142.10
35,20220105T115044,3400,45.40,101.30,23.00,18.00,28.30,90.80,186.20,75.70
36,20220105T115047,3500,101.80,115.50,159.00,18.90,135.00,72.20,126.00,182.70
37,20220105T115049,3600,169.80,97.00,110.80,103.80,128.50,39.30,152.60,73.00
38,20220105T115052,3700,38.80,162.40,86.50,45.50,111.10,24.10,64.20,50.50
39,20220105T115055,3800,59.50,85.90,57.70,159.80,189.10,90.70,129.40,185.10
40,20220105T115057,3900,27.80,139.60,191.80,134.20,179.60,29.90,32.70,154.80
