ID,DateTime,MilliSeconds,1,2
1,20220125T140047,0,140.30,141.50
2,20220125T140048,100,142.90,145.70
3,20220125T140048,200,148.20,146.40
4,20220125T140048,300,145.20,145.40
5,20220125T140048,400,142.60,142.70
6,20220125T140048,500,145.50,145.90
7,20220125T140048,600,145.20,148.60
8,20220125T140048,700,142.20,142.90
9,20220125T140048,800,148.60,144.90
10,20220125T140048,900,147.90,149.80
11,20220125T140048,1000,149.00,140.30
12,20220125T140049,1100,148.60,144.30
13,20220125T140049,1200,142.70,148.50
14,20220125T140049,1300,149.80,148.70
15,20220125T140049,1400,141.70,143.10
16,20220125T140049,1500,147.60,146.10
17,20220125T140049,1600,146.30,141.40
18,20220125T140049,1700,148.30,143.20
19,20220125T140049,1800,142.20,141.10
20,20220125T140049,1900,149.10,147.10
21,20220125T140049,2000,144.20,143.30
22,20220125T140050,2100,145.30,143.00
23,20220125T140050,2200,148.00,140.40
24,20220125T140050,2300,141.50,148.70
25,20220125T140050,2400,141.00,148.10
26,20220125T140050,2500,145.80,148.60
27,20220125T140050,2600,143.30,144.00
28,20220125T140050,2700,145.90,143.60
29,20220125T140050,2800,146.20,143.80
30,20220125T140050,2900,145.40,142.60
31,20220125T140050,3000,142.60,141.20
32,20220125T140051,3100,149.50,142.10
33,20220125T140051,3200,147.70,144.10
34,20220125T140051,3300,145.80,145.40
35,20220125T140051,3400,142.00,149.70
36,20220125T140051,3500,142.70,145.10
37,20220125T140051,3600,146.20,143.20
38,20220125T140051,3700,143.70,140.40
39,20220125T140051,3800,145.70,140.50
40,20220125T140051,3900,140.70,144.30
41,20220125T140051,4000,145.80,143.90
42,20220125T140052,4100,144.30,149.70
43,20220125T140052,4200,148.10,146.50
44,20220125T140052,4300,145.70,140.50
45,20220125T140052,4400,141.70,141.20
46,20220125T140052,4500,142.40,148.40
47,20220125T140052,4600,145.90,149.90
48,20220125T140052,4700,141.60,144.00
49,20220125T140052,4800,145.10,144.60
50,20220125T140052,4900,142.20,149.30
51,20220125T140052,5000,141.50,144.90
52,20220125T140053,5100,146.10,144.90
53,20220125T140053,5200,143.10,149.60
54,20220125T140053,5300,142.30,149.60
55,20220125T140053,5400,144.40,145.00
56,20220125T140053,5500,143.80,143.10
57,20220125T140053,5600,145.90,143.50
58,20220125T140053,5700,146.50,140.10
59,20220125T140053,5800,148.70,143.70
60,20220125T140053,5900,144.80,142.00
61,20220125T140053,6000,142.40,149.40
62,20220125T140054,6100,147.50,140.30
63,20220125T140054,6200,148.90,148.60
64,20220125T140054,6300,144.50,144.30
65,20220125T140054,6400,145.70,143.20
66,20220125T140054,6500,146.10,147.80
67,20220125T140054,6600,140.40,140.20
68,20220125T140054,6700,143.10,142.00
69,20220125T140054,6800,148.60,143.00
70,20220125T140054,6900,144.30,146.70
71,20220125T140054,7000,144.80,144.40
72,20220125T140055,7100,141.70,144.90
73,20220125T140055,7200,142.50,147.30
74,20220125T140055,7300,146.30,141.60
75,20220125T140055,7400,148.00,144.80
76,20220125T140055,7500,147.90,145.70
77,20220125T140055,7600,141.40,140.50
78,20220125T140055,7700,148.90,140.70
79,20220125T140055,7800,140.50,142.70
80,20220125T140055,7900,141.40,141.50
81,20220125T140055,8000,140.80,149.70
82,20220125T140056,8100,144.90,149.50
83,20220125T140056,8200,142.90,142.60
84,20220125T140056,8300,146.60,149.80
85,20220125T140056,8400,148.50,146.20
86,20220125T140056,8500,141.80,145.30
87,20220125T140056,8600,147.90,140.30
88,20220125T140056,8700,148.30,142.30
89,20220125T140056,8800,145.90,142.10
90,20220125T140056,8900,147.40,143.40
91,20220125T140056,9000,147.50,140.20
92,20220125T140057,9100,143.60,147.90
93,20220125T140057,9200,141.50,145.00
94,20220125T140057,9300,141.30,145.00
95,20220125T140057,9400,149.20,144.80
96,20220125T140057,9500,148.30,148.10
97,20220125T140057,9600,144.70,140.80
98,20220125T140057,9700,140.60,147.80
99,20220125T140057,9800,140.60,146.70
100,20220125T140057,9900,141.40,141.00
