ID,DateTime,MilliSeconds,1,2
1,20220125T154120,0,143.30,141.00
2,20220125T154121,100,149.20,147.00
3,20220125T154121,200,147.00,145.30
4,20220125T154121,300,145.30,142.80
5,20220125T154121,400,142.80,147.30
6,20220125T154121,500,148.20,147.10
7,20220125T154121,600,140.00,140.50
8,20220125T154121,700,145.50,142.10
9,20220125T154121,800,148.40,143.40
10,20220125T154121,900,144.70,142.80
11,20220125T154121,1000,148.80,148.50
12,20220125T154122,1100,140.80,145.80
13,20220125T154122,1200,147.40,142.30
14,20220125T154122,1300,146.10,147.20
15,20220125T154122,1400,142.40,143.50
16,20220125T154122,1500,148.90,145.60
17,20220125T154122,1600,144.40,149.80
18,20220125T154122,1700,144.70,149.50
19,20220125T154122,1800,146.70,148.30
20,20220125T154122,1900,147.60,144.30
21,20220125T154122,2000,143.60,143.70
22,20220125T154123,2100,144.60,146.20
23,20220125T154123,2200,145.70,144.20
24,20220125T154123,2300,149.60,140.30
25,20220125T154123,2400,148.10,148.10
26,20220125T154123,2500,149.40,148.80
27,20220125T154123,2600,140.40,145.50
28,20220125T154123,2700,148.70,148.30
29,20220125T154123,2800,141.70,146.50
30,20220125T154123,2900,149.30,145.60
31,20220125T154123,3000,143.80,145.10
32,20220125T154124,3100,148.70,149.00
33,20220125T154124,3200,148.00,143.20
34,20220125T154124,3300,142.60,142.90
35,20220125T154124,3400,140.70,141.40
36,20220125T154124,3500,141.70,142.50
37,20220125T154124,3600,143.80,142.60
38,20220125T154124,3700,144.50,145.70
39,20220125T154124,3800,142.50,140.70
40,20220125T154124,3900,147.90,145.10
41,20220125T154124,4000,144.10,145.90
42,20220125T154125,4100,148.10,146.50
43,20220125T154125,4200,142.50,149.40
44,20220125T154125,4300,149.30,146.40
45,20220125T154125,4400,146.30,142.90
46,20220125T154125,4500,140.10,147.20
47,20220125T154125,4600,144.00,145.30
48,20220125T154125,4700,142.90,143.20
49,20220125T154125,4800,148.00,145.90
50,20220125T154125,4900,147.40,144.00
51,20220125T154125,5000,147.60,148.90
52,20220125T154126,5100,140.40,141.80
53,20220125T154126,5200,146.80,148.60
54,20220125T154126,5300,146.60,146.20
55,20220125T154126,5400,147.40,149.80
56,20220125T154126,5500,142.10,142.70
57,20220125T154126,5600,141.50,142.70
58,20220125T154126,5700,144.10,140.90
59,20220125T154126,5800,145.80,143.50
60,20220125T154126,5900,146.50,146.10
61,20220125T154126,6000,146.10,143.20
62,20220125T154127,6100,147.20,141.90
63,20220125T154127,6200,149.40,140.30
64,20220125T154127,6300,145.40,143.10
65,20220125T154127,6400,141.60,140.40
66,20220125T154127,6500,148.30,147.40
67,20220125T154127,6600,141.30,141.10
68,20220125T154127,6700,144.40,140.80
69,20220125T154127,6800,145.90,140.50
70,20220125T154127,6900,147.20,149.20
71,20220125T154127,7000,147.20,141.50
72,20220125T154128,7100,142.90,141.30
73,20220125T154128,7200,144.30,148.00
74,20220125T154128,7300,140.90,140.50
75,20220125T154128,7400,148.40,144.90
76,20220125T154128,7500,141.10,140.90
77,20220125T154128,7600,148.30,144.80
78,20220125T154128,7700,148.50,140.70
79,20220125T154128,7800,146.00,148.00
80,20220125T154128,7900,148.90,146.30
81,20220125T154128,8000,143.30,146.60
82,20220125T154129,8100,148.50,140.00
83,20220125T154129,8200,148.50,144.20
84,20220125T154129,8300,147.40,149.10
85,20220125T154129,8400,146.30,149.30
86,20220125T154129,8500,140.30,149.80
87,20220125T154129,8600,146.30,146.10
88,20220125T154129,8700,149.10,147.70
89,20220125T154129,8800,148.90,149.70
90,20220125T154129,8900,142.90,141.20
91,20220125T154129,9000,146.90,146.00
92,20220125T154130,9100,143.10,146.50
93,20220125T154130,9200,141.10,141.30
94,20220125T154130,9300,149.60,145.00
95,20220125T154130,9400,140.40,142.30
96,20220125T154130,9500,148.80,142.20
97,20220125T154130,9600,142.00,141.60
98,20220125T154130,9700,146.50,147.70
99,20220125T154130,9800,147.20,141.20
100,20220125T154131,9900,148.00,147.60
