ID,DateTime,MilliSeconds,1,2,3,4,5,6,7,8
1,20220105T131054,0,96.70,149.20,28.40,188.00,51.20,27.90,118.50,163.60
2,20220105T131056,100,73.30,127.90,104.80,54.60,13.30,31.40,165.70,55.60
3,20220105T131056,200,184.50,79.30,124.30,127.90,186.70,98.30,25.70,180.00
4,20220105T131056,300,86.10,72.10,44.30,151.50,119.30,31.10,177.80,29.90
5,20220105T131056,400,60.00,189.20,59.90,41.60,68.20,176.60,177.40,194.00
6,20220105T131056,500,44.30,195.10,56.00,141.20,179.10,104.90,172.80,172.00
7,20220105T131056,600,14.80,82.40,121.10,56.90,199.40,149.70,92.10,110.70
8,20220105T131056,700,175.20,15.10,22.40,117.50,141.90,80.50,130.20,47.50
9,20220105T131056,800,136.30,107.60,116.00,176.30,78.50,52.70,28.60,166.10
10,20220105T131056,900,128.50,108.40,65.60,32.60,115.40,69.80,47.60,59.40
11,20220105T131056,1000,65.90,78.80,105.90,39.80,142.00,152.50,61.40,35.70
12,20220105T131058,1100,60.80,52.60,106.80,11.50,138.50,190.10,134.80,58.00
13,20220105T131058,1200,65.20,140.10,179.00,14.40,146.00,53.90,158.80,195.90
14,20220105T131058,1300,185.50,17.40,76.00,34.90,113.90,169.30,47.30,53.00
15,20220105T131058,1400,60.00,70.60,117.10,128.90,116.10,125.40,151.20,112.30
16,20220105T131058,1500,185.30,197.90,108.80,176.40,103.20,102.10,48.00,113.30
17,20220105T131058,1600,199.20,93.80,82.10,27.30,165.30,49.80,95.40,178.90
18,20220105T131058,1700,99.30,101.00,194.20,117.30,98.50,144.80,144.90,25.70
19,20220105T131058,1800,105.70,145.80,108.80,55.60,67.30,167.30,70.60,109.30
20,20220105T131058,1900,15.50,194.60,50.80,116.70,165.80,94.80,20.30,115.80
21,20220105T131058,2000,164.30,138.00,194.90,58.80,119.60,124.90,14.20,112.20
22,20220105T131100,2100,110.90,175.30,182.30,22.60,188.80,13.20,10.60,163.30
23,20220105T131100,2200,58.70,107.40,36.90,16.60,66.10,158.70,115.60,40.90
24,20220105T131100,2300,47.30,20.60,161.50,101.40,64.20,149.30,24.40,79.20
25,20220105T131100,2400,139.80,158.60,37.80,146.50,193.70,103.70,11.80,132.10
26,20220105T131100,2500,174.80,56.20,112.00,190.70,99.70,191.80,44.90,163.70
27,20220105T131100,2600,64.60,108.50,122.80,174.40,199.10,136.30,126.10,47.40
28,20220105T131100,2700,20.00,99.00,10.30,163.40,84.20,121.40,57.00,190.90
29,20220105T131100,2800,11.80,122.60,25.80,190.80,149.90,78.90,11.10,104.20
30,20220105T131100,2900,113.20,197.40,174.00,77.20,34.60,82.80,54.70,95.60
31,20220105T131100,3000,191.60,88.10,15.40,166.40,127.80,61.10,37.90,139.90
32,20220105T131102,3100,172.20,169.50,151.00,82.90,69.30,143.10,105.90,92.30
33,20220105T131102,3200,147.20,66.80,67.00,156.50,107.50,166.70,38.30,180.40
34,20220105T131102,3300,22.80,105.50,118.30,132.00,166.50,138.40,194.60,133.30
35,20220105T131102,3400,147.70,129.70,150.30,49.80,65.80,149.90,125.40,156.10
36,20220105T131102,3500,104.60,63.80,191.40,192.10,111.60,71.70,137.70,105.90
37,20220105T131102,3600,56.90,97.90,127.20,21.00,97.40,37.50,66.70,105.50
38,20220105T131102,3700,188.90,25.60,189.10,50.40,103.50,51.80,80.70,146.00
39,20220105T131102,3800,74.70,14.80,156.80,115.00,110.70,64.20,54.70,187.80
40,20220105T131102,3900,79.80,55.30,85.30,97.40,88.50,135.70,175.10,147.70
41,20220105T131102,4000,66.60,65.70,79.90,194.30,174.50,86.80,53.70,159.20
42,20220105T131104,4100,131.50,109.40,146.80,153.30,176.20,104.60,37.00,34.70
43,20220105T131104,4200,96.70,50.70,51.80,136.10,48.60,87.30,22.60,198.70
44,20220105T131104,4300,65.30,95.50,28.40,49.20,157.00,126.20,113.00,83.70
45,20220105T131104,4400,182.00,140.60,142.60,21.40,192.80,115.20,183.00,107.90
46,20220105T131104,4500,112.70,103.80,19.00,66.60,90.40,133.40,26.60,142.50
47,20220105T131104,4600,72.30,63.10,80.40,50.90,179.80,24.40,17.50,157.40
48,20220105T131104,4700,155.90,85.60,128.80,22.90,13.00,118.40,68.50,149.40
49,20220105T131104,4800,25.80,128.90,118.80,194.10,28.20,157.60,66.80,158.60
50,20220105T131104,4900,183.70,50.00,176.80,24.90,112.90,185.90,164.50,20.70
51,20220105T131104,5000,100.10,89.50,103.30,59.30,153.90,189.80,46.50,89.80
52,20220105T131106,5100,167.70,106.40,188.00,130.70,83.60,178.00,32.10,183.10
53,20220105T131106,5200,57.30,193.00,41.20,101.40,157.30,180.60,100.70,131.70
54,20220105T131106,5300,150.00,39.60,131.60,18.20,105.30,109.90,16.20,178.50
55,20220105T131106,5400,117.70,161.60,63.50,62.70,166.30,105.00,19.90,190.80
56,20220105T131106,5500,21.30,49.10,140.70,92.20,107.70,32.50,83.10,66.20
57,20220105T131106,5600,180.90,108.30,94.00,55.40,120.30,82.20,94.20,147.10
58,20220105T131106,5700,93.70,89.10,28.20,52.40,115.50,199.80,59.90,174.60
59,20220105T131106,5800,159.90,122.50,92.30,111.60,52.30,23.30,193.10,130.90
60,20220105T131106,5900,192.10,169.80,27.00,19.70,199.50,155.80,69.80,17.30
61,20220105T131106,6000,30.10,197.40,106.90,15.30,32.30,73.50,177.40,91.40
