ID,DateTime,MilliSeconds,1,2
1,20220125T135437,0,142.10,141.30
2,20220125T135438,100,142.80,145.00
3,20220125T135438,200,140.00,145.90
4,20220125T135438,300,145.40,149.20
5,20220125T135438,400,149.40,143.00
6,20220125T135438,500,143.20,145.90
7,20220125T135438,600,147.70,147.90
8,20220125T135438,700,143.20,147.20
9,20220125T135438,800,148.30,148.10
10,20220125T135438,900,145.30,142.20
11,20220125T135438,1000,142.10,145.60
12,20220125T135439,1100,141.80,149.10
13,20220125T135439,1200,140.00,149.60
14,20220125T135439,1300,142.00,140.40
15,20220125T135439,1400,149.90,142.90
16,20220125T135439,1500,144.40,147.50
17,20220125T135439,1600,147.00,141.60
18,20220125T135439,1700,149.90,148.00
19,20220125T135439,1800,141.80,148.80
20,20220125T135439,1900,145.20,142.80
21,20220125T135439,2000,140.00,146.20
22,20220125T135440,2100,144.00,144.90
23,20220125T135440,2200,148.50,148.30
24,20220125T135440,2300,141.50,145.90
25,20220125T135440,2400,147.80,145.90
26,20220125T135440,2500,146.10,148.20
27,20220125T135440,2600,144.80,145.40
28,20220125T135440,2700,144.00,148.10
29,20220125T135440,2800,147.00,142.80
30,20220125T135440,2900,145.10,144.40
31,20220125T135440,3000,146.90,149.50
32,20220125T135440,3100,146.90,141.00
33,20220125T135440,3200,147.20,142.30
34,20220125T135440,3300,142.50,141.90
35,20220125T135440,3400,145.00,143.10
36,20220125T135440,3500,144.30,144.60
37,20220125T135440,3600,146.90,147.00
38,20220125T135440,3700,149.40,141.00
39,20220125T135440,3800,149.20,146.40
40,20220125T135441,3900,142.40,146.10
41,20220125T135441,4000,141.90,142.00
42,20220125T135441,4100,146.20,146.10
43,20220125T135441,4200,142.50,143.40
44,20220125T135441,4300,144.90,149.00
45,20220125T135441,4400,142.20,146.00
46,20220125T135441,4500,149.30,142.80
47,20220125T135442,4600,142.20,148.10
48,20220125T135442,4700,146.60,146.80
49,20220125T135442,4800,142.30,142.20
50,20220125T135442,4900,143.90,141.70
51,20220125T135442,5000,149.30,146.40
52,20220125T135442,5100,147.80,145.60
53,20220125T135442,5200,147.10,144.10
54,20220125T135443,5300,145.50,143.60
55,20220125T135443,5400,148.90,142.80
56,20220125T135443,5500,142.00,140.20
57,20220125T135443,5600,141.20,141.60
58,20220125T135443,5700,144.70,144.60
59,20220125T135443,5800,145.10,147.20
60,20220125T135443,5900,141.10,142.30
61,20220125T135443,6000,143.60,140.50
62,20220125T135444,6100,140.70,143.30
63,20220125T135444,6200,146.60,145.30
64,20220125T135444,6300,141.20,142.50
65,20220125T135444,6400,144.00,145.30
66,20220125T135444,6500,145.70,143.30
67,20220125T135444,6600,149.50,143.90
68,20220125T135444,6700,145.10,145.80
69,20220125T135444,6800,149.40,146.00
70,20220125T135444,6900,143.80,142.90
71,20220125T135444,7000,147.50,149.80
72,20220125T135445,7100,149.20,143.30
73,20220125T135445,7200,146.20,147.60
74,20220125T135445,7300,143.60,144.60
75,20220125T135445,7400,147.30,146.40
76,20220125T135445,7500,148.40,149.20
77,20220125T135445,7600,141.90,144.20
78,20220125T135445,7700,142.80,145.90
79,20220125T135445,7800,146.20,144.50
80,20220125T135445,7900,141.60,142.70
81,20220125T135445,8000,147.20,144.80
82,20220125T135446,8100,140.00,147.00
83,20220125T135446,8200,149.80,149.20
84,20220125T135446,8300,144.50,142.80
85,20220125T135446,8400,140.00,144.30
86,20220125T135446,8500,149.20,146.30
87,20220125T135446,8600,148.30,147.20
88,20220125T135446,8700,140.10,140.90
89,20220125T135446,8800,142.10,148.60
90,20220125T135446,8900,141.30,146.90
91,20220125T135446,9000,143.10,145.70
92,20220125T135447,9100,141.90,148.60
93,20220125T135447,9200,145.60,141.60
94,20220125T135447,9300,145.40,145.40
95,20220125T135447,9400,141.40,141.50
96,20220125T135447,9500,143.70,146.60
97,20220125T135447,9600,149.70,147.70
98,20220125T135447,9700,146.00,141.20
99,20220125T135447,9800,149.10,143.10
100,20220125T135447,9900,147.40,146.30
