ID,DateTime,MilliSeconds,1,2
1,20220125T153855,0,149.60,145.50
2,20220125T153856,100,142.40,146.60
3,20220125T153856,200,140.80,143.30
4,20220125T153856,300,146.10,145.70
5,20220125T153856,400,147.10,147.60
6,20220125T153856,500,141.40,141.40
7,20220125T153856,600,148.90,143.50
8,20220125T153856,700,145.90,143.80
9,20220125T153856,800,149.40,146.00
10,20220125T153856,900,142.70,144.30
11,20220125T153856,1000,144.20,145.50
12,20220125T153858,1100,142.10,141.10
13,20220125T153858,1200,148.00,141.20
14,20220125T153858,1300,140.90,149.00
15,20220125T153858,1400,148.30,144.50
16,20220125T153858,1500,143.80,143.40
17,20220125T153858,1600,143.80,146.40
18,20220125T153858,1700,148.10,144.00
19,20220125T153858,1800,145.00,141.80
20,20220125T153859,1900,147.50,149.80
21,20220125T153859,2000,147.40,148.70
22,20220125T153901,2100,144.20,148.80
23,20220125T153901,2200,142.00,148.20
24,20220125T153901,2300,140.50,143.40
25,20220125T153901,2400,142.00,144.60
26,20220125T153901,2500,140.30,142.00
27,20220125T153901,2600,145.00,147.50
28,20220125T153901,2700,146.20,144.20
29,20220125T153901,2800,147.00,143.80
30,20220125T153901,2900,144.20,141.50
31,20220125T153901,3000,143.50,147.70
32,20220125T153902,3100,143.40,146.70
33,20220125T153902,3200,147.40,148.00
34,20220125T153902,3300,149.00,149.60
35,20220125T153902,3400,140.60,148.10
36,20220125T153902,3500,144.30,147.20
37,20220125T153902,3600,145.50,143.80
38,20220125T153902,3700,147.50,142.00
39,20220125T153902,3800,147.50,148.60
40,20220125T153902,3900,149.70,140.50
41,20220125T153902,4000,143.70,149.50
42,20220125T153904,4100,148.30,149.50
43,20220125T153904,4200,147.60,148.30
44,20220125T153904,4300,148.20,142.70
45,20220125T153904,4400,145.10,149.90
46,20220125T153904,4500,140.50,145.10
47,20220125T153904,4600,147.70,140.60
48,20220125T153904,4700,149.00,149.50
49,20220125T153904,4800,149.60,146.10
50,20220125T153904,4900,143.10,142.50
51,20220125T153904,5000,140.60,147.90
52,20220125T153906,5100,147.00,142.40
53,20220125T153906,5200,145.70,142.20
54,20220125T153906,5300,145.30,147.30
55,20220125T153906,5400,148.00,140.30
56,20220125T153906,5500,148.30,143.40
57,20220125T153906,5600,148.20,145.70
58,20220125T153906,5700,146.30,144.10
59,20220125T153906,5800,143.70,142.90
60,20220125T153906,5900,148.70,148.60
61,20220125T153906,6000,145.10,149.40
62,20220125T153908,6100,142.20,143.00
63,20220125T153908,6200,143.00,145.40
64,20220125T153908,6300,140.60,141.90
65,20220125T153908,6400,141.70,148.30
66,20220125T153908,6500,143.90,141.30
67,20220125T153908,6600,149.20,143.90
68,20220125T153908,6700,144.40,146.80
69,20220125T153908,6800,148.30,142.90
70,20220125T153908,6900,146.50,140.50
71,20220125T153908,7000,148.70,144.00
72,20220125T153910,7100,148.70,149.70
73,20220125T153910,7200,147.90,146.80
74,20220125T153910,7300,146.30,140.00
75,20220125T153910,7400,149.90,144.70
76,20220125T153910,7500,140.10,148.80
77,20220125T153910,7600,140.50,142.00
78,20220125T153910,7700,144.40,147.20
79,20220125T153910,7800,147.60,143.00
80,20220125T153910,7900,141.90,146.90
81,20220125T153910,8000,148.80,142.90
82,20220125T153912,8100,145.20,143.20
83,20220125T153912,8200,145.80,140.70
84,20220125T153912,8300,148.10,146.20
85,20220125T153912,8400,141.60,140.90
86,20220125T153912,8500,144.50,144.80
87,20220125T153912,8600,148.50,140.80
88,20220125T153912,8700,141.30,146.70
89,20220125T153912,8800,140.50,141.40
90,20220125T153912,8900,145.40,143.50
91,20220125T153912,9000,147.00,146.30
92,20220125T153914,9100,147.90,145.80
93,20220125T153914,9200,143.90,145.90
94,20220125T153914,9300,144.50,142.30
95,20220125T153914,9400,144.80,144.40
96,20220125T153914,9500,147.70,143.70
97,20220125T153914,9600,149.10,144.20
98,20220125T153914,9700,149.80,147.70
99,20220125T153914,9800,140.40,148.20
100,20220125T153914,9900,145.60,147.50
