ID,DateTime,MilliSeconds,1,2
1,20220125T122146,0,144.70,141.50
2,20220125T122146,100,149.30,147.90
3,20220125T122147,200,142.90,146.40
4,20220125T122147,300,147.90,140.10
5,20220125T122147,400,142.50,148.90
6,20220125T122147,500,145.80,143.30
7,20220125T122147,600,140.00,148.90
8,20220125T122147,700,147.00,141.70
9,20220125T122147,800,144.60,143.80
10,20220125T122147,900,144.30,143.80
11,20220125T122147,1000,143.60,142.10
12,20220125T122147,1100,141.90,149.60
13,20220125T122148,1200,144.70,148.80
14,20220125T122148,1300,145.90,148.70
15,20220125T122148,1400,143.50,143.50
16,20220125T122148,1500,141.20,148.40
17,20220125T122148,1600,148.90,148.40
18,20220125T122148,1700,143.40,146.70
19,20220125T122148,1800,141.90,141.50
20,20220125T122148,1900,144.50,147.60
21,20220125T122148,2000,146.10,142.50
22,20220125T122148,2100,141.90,143.10
23,20220125T122149,2200,140.30,149.80
24,20220125T122149,2300,149.80,143.90
25,20220125T122149,2400,140.40,140.30
26,20220125T122149,2500,147.90,146.50
27,20220125T122149,2600,149.10,140.70
28,20220125T122149,2700,142.40,146.50
29,20220125T122149,2800,142.10,145.40
30,20220125T122149,2900,140.60,145.00
31,20220125T122149,3000,140.30,143.20
32,20220125T122149,3100,143.20,144.10
33,20220125T122150,3200,145.40,147.70
34,20220125T122150,3300,141.70,140.00
35,20220125T122150,3400,148.90,146.50
36,20220125T122150,3500,144.70,142.20
37,20220125T122150,3600,147.90,141.70
38,20220125T122150,3700,141.60,144.80
39,20220125T122150,3800,146.20,142.90
40,20220125T122150,3900,143.90,140.80
41,20220125T122150,4000,140.30,145.70
42,20220125T122151,4100,146.10,145.20
43,20220125T122151,4200,146.60,142.10
44,20220125T122151,4300,145.70,149.60
45,20220125T122151,4400,145.50,143.00
46,20220125T122151,4500,149.40,145.50
47,20220125T122151,4600,142.10,141.20
48,20220125T122151,4700,149.30,142.70
49,20220125T122151,4800,143.20,144.40
50,20220125T122151,4900,149.10,149.80
51,20220125T122151,5000,145.20,145.60
52,20220125T122152,5100,147.00,140.30
53,20220125T122152,5200,143.90,141.40
54,20220125T122152,5300,149.90,146.60
55,20220125T122152,5400,143.50,142.10
56,20220125T122152,5500,144.30,145.20
57,20220125T122152,5600,148.60,141.90
58,20220125T122152,5700,145.00,141.00
59,20220125T122152,5800,142.30,146.90
60,20220125T122152,5900,140.50,144.30
61,20220125T122152,6000,141.10,143.10
62,20220125T122153,6100,149.20,141.60
63,20220125T122153,6200,149.90,147.10
64,20220125T122153,6300,143.90,147.00
65,20220125T122153,6400,143.60,149.10
66,20220125T122153,6500,145.70,143.30
67,20220125T122153,6600,142.80,147.70
68,20220125T122153,6700,141.00,148.30
69,20220125T122153,6800,147.60,148.90
70,20220125T122153,6900,149.10,143.40
71,20220125T122153,7000,141.10,140.40
72,20220125T122154,7100,142.60,149.10
73,20220125T122154,7200,149.00,142.20
74,20220125T122154,7300,146.40,149.00
75,20220125T122154,7400,148.40,141.30
76,20220125T122154,7500,144.10,142.70
77,20220125T122154,7600,147.90,148.40
78,20220125T122154,7700,143.70,147.00
79,20220125T122154,7800,146.10,148.10
80,20220125T122154,7900,146.50,140.20
81,20220125T122154,8000,143.20,143.20
82,20220125T122155,8100,145.40,145.90
83,20220125T122155,8200,144.70,147.70
84,20220125T122155,8300,146.20,141.00
85,20220125T122155,8400,141.90,145.00
86,20220125T122155,8500,147.70,144.10
87,20220125T122155,8600,143.60,142.00
88,20220125T122155,8700,149.90,141.20
89,20220125T122155,8800,145.90,145.60
90,20220125T122155,8900,149.00,145.20
91,20220125T122155,9000,144.80,141.40
92,20220125T122156,9100,144.40,141.80
93,20220125T122156,9200,145.00,140.10
94,20220125T122156,9300,149.50,142.10
95,20220125T122156,9400,143.10,140.10
96,20220125T122156,9500,144.50,146.10
97,20220125T122156,9600,145.70,141.00
98,20220125T122156,9700,142.80,140.50
99,20220125T122156,9800,147.30,143.70
100,20220125T122156,9900,146.90,149.60
