ID,DateTime,MilliSeconds,1,2,3,4,5,6,7,8
1,20220105T114317,0,10.90,109.20,155.00,195.20,97.10,66.20,120.20,57.90
2,20220105T114320,100,92.80,54.90,100.10,175.60,192.70,21.10,22.60,10.90
3,20220105T114320,200,71.50,141.50,149.40,171.10,116.60,15.70,77.10,93.00
4,20220105T114320,300,107.30,92.80,190.70,60.00,180.00,178.10,113.20,150.50
5,20220105T114320,400,43.40,159.30,61.70,199.80,108.70,130.80,18.90,124.20
6,20220105T114320,500,24.10,55.00,76.10,76.20,191.00,48.20,92.10,141.50
7,20220105T114320,600,75.60,98.50,11.50,88.10,133.50,157.00,77.90,133.20
8,20220105T114320,700,145.80,191.40,40.10,148.40,142.90,50.60,51.70,153.50
9,20220105T114320,800,194.00,147.70,141.00,136.30,192.70,156.30,46.90,151.50
10,20220105T114320,900,39.30,108.90,149.60,188.40,96.40,112.80,183.70,18.70
11,20220105T114320,1000,37.70,37.60,167.20,111.50,15.60,147.10,27.10,64.00
12,20220105T114323,1100,40.00,175.50,188.70,127.80,114.10,67.60,67.90,174.10
13,20220105T114323,1200,127.30,159.50,119.40,106.70,36.10,75.50,12.50,93.60
14,20220105T114323,1300,158.10,18.00,184.80,110.20,110.90,118.80,21.70,46.00
15,20220105T114323,1400,170.00,15.70,195.30,123.80,112.40,85.20,89.00,18.10
16,20220105T114323,1500,65.50,124.70,22.10,185.60,16.60,128.00,83.50,67.50
17,20220105T114323,1600,54.70,37.90,171.40,153.50,129.30,173.50,114.90,147.90
18,20220105T114323,1700,74.60,104.30,168.60,85.80,85.10,121.20,106.90,104.80
19,20220105T114323,1800,119.70,136.60,191.60,38.50,32.90,26.10,126.10,83.30
20,20220105T114323,1900,155.60,158.40,185.50,57.10,166.40,178.70,97.30,121.00
21,20220105T114323,2000,97.60,82.10,18.40,136.50,72.00,36.00,154.30,127.20
22,20220105T114325,2100,133.70,29.50,30.60,45.10,57.90,55.40,49.10,125.50
23,20220105T114325,2200,33.50,67.00,115.50,33.00,22.80,136.70,107.40,151.80
24,20220105T114325,2300,194.00,39.00,78.10,149.90,17.50,34.30,77.00,26.50
25,20220105T114325,2400,66.20,121.30,187.10,113.70,159.10,183.40,53.30,164.60
26,20220105T114325,2500,90.30,191.90,13.50,19.80,151.60,28.80,21.60,95.90
27,20220105T114326,2600,92.10,121.60,110.10,135.30,51.00,45.70,116.40,27.80
28,20220105T114326,2700,177.50,122.40,143.10,98.40,107.10,80.60,66.40,82.90
29,20220105T114326,2800,21.60,100.90,107.10,94.40,174.40,141.70,168.60,38.50
30,20220105T114326,2900,33.90,176.70,191.70,11.70,77.50,128.90,54.90,15.40
31,20220105T114326,3000,41.90,24.60,141.90,26.40,179.40,162.40,51.80,138.90
32,20220105T114328,3100,142.00,34.20,193.40,29.70,197.30,117.20,190.10,16.00
33,20220105T114328,3200,122.60,95.70,87.70,175.70,33.10,27.00,49.00,81.50
34,20220105T114328,3300,114.50,139.20,115.50,16.90,120.80,45.50,95.10,152.80
35,20220105T114328,3400,163.50,115.20,192.30,154.50,154.90,66.50,112.20,90.40
36,20220105T114328,3500,97.40,77.20,181.50,61.10,116.50,174.40,126.30,70.20
37,20220105T114328,3600,160.30,80.30,67.90,159.50,111.00,158.60,144.10,95.30
38,20220105T114328,3700,49.00,154.80,153.50,22.00,78.40,89.20,175.40,198.30
39,20220105T114328,3800,45.70,109.20,131.80,33.40,50.00,159.10,28.20,25.60
40,20220105T114328,3900,84.00,83.80,111.90,23.70,165.30,36.60,197.70,126.60
41,20220105T114328,4000,177.60,186.50,133.40,35.10,127.60,171.20,10.60,109.30
42,20220105T114331,4100,69.40,60.20,192.20,13.50,55.40,80.60,138.90,166.20
43,20220105T114331,4200,186.20,77.70,117.30,11.00,15.60,89.50,124.70,49.70
44,20220105T114331,4300,111.50,48.70,99.30,194.70,154.60,102.40,189.90,161.10
45,20220105T114331,4400,51.20,135.40,188.90,65.90,195.40,191.10,74.10,140.80
46,20220105T114331,4500,117.60,92.20,83.20,158.50,107.40,194.90,41.20,152.30
47,20220105T114331,4600,174.10,56.10,65.40,150.20,52.10,195.50,163.00,49.10
48,20220105T114331,4700,139.30,119.40,121.40,159.80,79.50,155.70,138.70,125.00
49,20220105T114331,4800,124.00,172.30,144.00,28.70,125.70,173.30,187.00,78.50
50,20220105T114331,4900,175.10,106.60,198.00,181.80,182.70,55.80,136.10,130.80
51,20220105T114331,5000,153.00,106.60,106.90,162.90,174.20,40.20,130.60,47.90
52,20220105T114334,5100,15.30,82.20,15.30,189.20,190.30,43.80,24.90,151.50
53,20220105T114334,5200,98.80,78.60,156.30,120.50,67.60,183.80,87.30,56.80
54,20220105T114334,5300,188.10,65.50,33.20,126.40,116.50,62.20,154.50,75.50
55,20220105T114334,5400,30.20,125.40,77.00,87.10,74.10,70.10,150.50,37.50
56,20220105T114334,5500,151.40,156.90,198.20,149.20,104.10,17.40,38.40,48.40
57,20220105T114334,5600,162.30,26.40,122.80,37.40,197.10,75.30,147.70,164.50
58,20220105T114334,5700,145.20,19.90,96.30,128.20,71.20,191.30,13.20,180.50
59,20220105T114334,5800,17.50,153.30,59.10,56.10,94.80,133.00,128.80,125.10
60,20220105T114334,5900,160.60,135.50,20.00,67.60,107.50,152.20,196.30,84.50
61,20220105T114334,6000,46.00,68.10,137.30,29.40,100.20,195.60,31.80,29.00
