ID,DateTime,MilliSeconds,1,2
1,20220126T140222,0,140.70,144.90
2,20220126T140223,100,147.30,145.80
3,20220126T140223,200,143.00,147.20
4,20220126T140223,300,144.40,147.80
5,20220126T140223,400,142.30,140.90
6,20220126T140223,500,144.00,146.50
7,20220126T140223,600,149.20,144.20
8,20220126T140223,700,148.70,140.30
9,20220126T140223,800,142.70,142.90
10,20220126T140223,900,144.00,141.20
11,20220126T140223,1000,140.30,146.90
12,20220126T140224,1100,140.90,145.70
13,20220126T140224,1200,146.00,143.30
14,20220126T140224,1300,149.90,147.80
15,20220126T140224,1400,141.60,143.50
16,20220126T140224,1500,149.70,142.60
17,20220126T140224,1600,141.20,146.70
18,20220126T140224,1700,141.00,143.30
19,20220126T140224,1800,147.90,144.90
20,20220126T140224,1900,147.90,142.10
21,20220126T140224,2000,146.70,147.20
22,20220126T140225,2100,149.30,143.60
23,20220126T140225,2200,148.50,144.50
24,20220126T140225,2300,142.80,149.10
25,20220126T140225,2400,149.40,145.70
26,20220126T140225,2500,140.10,145.30
27,20220126T140225,2600,140.80,144.40
28,20220126T140225,2700,146.80,149.00
29,20220126T140225,2800,142.40,149.60
30,20220126T140225,2900,143.00,140.30
31,20220126T140225,3000,142.20,146.60
32,20220126T140226,3100,144.90,142.40
33,20220126T140226,3200,140.10,145.30
34,20220126T140226,3300,147.70,140.80
35,20220126T140226,3400,142.80,143.30
36,20220126T140226,3500,149.80,148.10
37,20220126T140226,3600,143.50,141.30
38,20220126T140226,3700,146.50,141.40
39,20220126T140226,3800,146.30,143.60
40,20220126T140226,3900,142.50,146.90
41,20220126T140226,4000,141.50,149.40
42,20220126T140227,4100,142.90,140.10
43,20220126T140227,4200,141.70,149.50
44,20220126T140227,4300,140.50,140.40
45,20220126T140227,4400,145.10,149.80
46,20220126T140227,4500,148.80,142.30
47,20220126T140227,4600,140.50,148.20
48,20220126T140227,4700,145.20,146.60
49,20220126T140227,4800,141.60,143.70
50,20220126T140227,4900,143.80,144.40
51,20220126T140227,5000,140.10,149.70
52,20220126T140228,5100,147.10,142.80
53,20220126T140228,5200,143.70,145.80
54,20220126T140228,5300,147.70,149.70
55,20220126T140228,5400,149.40,140.40
56,20220126T140228,5500,140.90,143.10
57,20220126T140228,5600,144.50,147.50
58,20220126T140228,5700,143.50,149.80
59,20220126T140228,5800,144.20,149.90
60,20220126T140228,5900,146.80,141.20
61,20220126T140228,6000,146.00,145.70
62,20220126T140229,6100,149.40,140.80
63,20220126T140229,6200,149.50,146.80
64,20220126T140229,6300,141.30,143.00
65,20220126T140229,6400,140.60,146.20
66,20220126T140229,6500,144.20,146.50
67,20220126T140229,6600,148.20,145.20
68,20220126T140229,6700,146.70,142.10
69,20220126T140229,6800,149.50,141.20
70,20220126T140229,6900,147.10,140.10
71,20220126T140229,7000,149.00,143.10
72,20220126T140230,7100,143.80,145.70
73,20220126T140230,7200,141.60,149.00
74,20220126T140230,7300,144.00,147.90
75,20220126T140230,7400,143.50,140.60
76,20220126T140230,7500,147.20,149.80
77,20220126T140230,7600,149.50,141.90
78,20220126T140230,7700,145.40,142.30
79,20220126T140230,7800,148.90,146.00
80,20220126T140230,7900,140.50,142.60
81,20220126T140230,8000,142.30,140.60
82,20220126T140231,8100,141.30,147.00
83,20220126T140231,8200,143.80,149.40
84,20220126T140231,8300,142.00,144.40
85,20220126T140231,8400,146.60,143.40
86,20220126T140231,8500,142.60,149.40
87,20220126T140231,8600,146.30,143.80
88,20220126T140231,8700,144.40,149.00
89,20220126T140231,8800,145.00,145.90
90,20220126T140231,8900,142.30,144.70
91,20220126T140231,9000,148.50,141.70
92,20220126T140232,9100,147.20,143.90
93,20220126T140232,9200,144.70,148.50
94,20220126T140232,9300,149.60,148.50
95,20220126T140232,9400,142.30,142.00
96,20220126T140232,9500,144.40,146.80
97,20220126T140232,9600,143.50,141.50
98,20220126T140232,9700,142.50,143.40
99,20220126T140232,9800,144.20,141.10
100,20220126T140232,9900,147.90,145.20
