ID,DateTime,MilliSeconds,1,2
1,20220125T140155,0,147.00,145.80
2,20220125T140155,100,141.70,144.60
3,20220125T140155,200,140.40,145.60
4,20220125T140155,300,146.30,143.70
5,20220125T140155,400,149.80,143.40
6,20220125T140155,500,145.60,140.80
7,20220125T140155,600,141.20,141.30
8,20220125T140155,700,148.00,142.40
9,20220125T140155,800,140.40,141.30
10,20220125T140155,900,147.30,146.20
11,20220125T140156,1000,147.90,147.70
12,20220125T140157,1100,146.90,144.70
13,20220125T140157,1200,143.10,145.30
14,20220125T140157,1300,143.30,143.90
15,20220125T140157,1400,142.00,149.40
16,20220125T140157,1500,149.70,142.40
17,20220125T140157,1600,147.10,145.80
18,20220125T140157,1700,142.00,144.80
19,20220125T140157,1800,141.80,140.10
20,20220125T140157,1900,141.70,149.20
21,20220125T140157,2000,141.30,148.00
22,20220125T140157,2100,145.60,144.00
23,20220125T140157,2200,149.40,146.80
24,20220125T140157,2300,147.00,146.30
25,20220125T140157,2400,144.90,143.40
26,20220125T140157,2500,142.50,147.10
27,20220125T140157,2600,149.10,145.00
28,20220125T140157,2700,141.70,141.00
29,20220125T140158,2800,145.40,142.50
30,20220125T140158,2900,140.10,149.40
31,20220125T140158,3000,149.20,143.40
32,20220125T140158,3100,147.00,144.60
33,20220125T140158,3200,148.70,142.10
34,20220125T140158,3300,146.50,148.90
35,20220125T140158,3400,147.10,146.50
36,20220125T140158,3500,146.00,141.00
37,20220125T140158,3600,147.50,140.90
38,20220125T140158,3700,149.40,142.30
39,20220125T140158,3800,143.40,147.40
40,20220125T140158,3900,141.40,149.40
41,20220125T140159,4000,142.30,147.50
42,20220125T140200,4100,147.70,145.70
43,20220125T140200,4200,142.70,142.20
44,20220125T140200,4300,147.40,147.20
45,20220125T140200,4400,143.90,143.90
46,20220125T140200,4500,148.30,141.70
47,20220125T140200,4600,143.00,149.00
48,20220125T140200,4700,140.60,149.60
49,20220125T140200,4800,141.20,149.50
50,20220125T140200,4900,143.80,141.60
51,20220125T140200,5000,142.10,148.40
52,20220125T140201,5100,142.70,147.80
53,20220125T140201,5200,146.00,147.20
54,20220125T140201,5300,148.70,143.50
55,20220125T140201,5400,148.10,142.60
56,20220125T140201,5500,149.40,143.00
57,20220125T140201,5600,149.50,145.80
58,20220125T140201,5700,141.90,141.20
59,20220125T140201,5800,144.30,141.20
60,20220125T140201,5900,140.60,142.80
61,20220125T140201,6000,149.30,142.60
62,20220125T140202,6100,142.60,142.60
63,20220125T140202,6200,143.30,148.10
64,20220125T140202,6300,149.60,149.20
65,20220125T140202,6400,146.10,140.90
66,20220125T140202,6500,147.70,142.40
67,20220125T140202,6600,142.20,144.00
68,20220125T140202,6700,145.20,141.50
69,20220125T140202,6800,148.00,149.20
70,20220125T140202,6900,145.10,145.20
71,20220125T140202,7000,147.30,147.70
72,20220125T140202,7100,141.70,142.60
73,20220125T140202,7200,146.50,146.10
74,20220125T140202,7300,143.90,144.90
75,20220125T140202,7400,140.70,141.90
76,20220125T140202,7500,143.00,147.60
77,20220125T140202,7600,142.50,148.10
78,20220125T140202,7700,142.70,145.90
79,20220125T140202,7800,149.70,149.30
80,20220125T140203,7900,142.50,142.90
81,20220125T140203,8000,142.20,144.80
82,20220125T140204,8100,145.30,147.90
83,20220125T140204,8200,146.80,142.70
84,20220125T140204,8300,142.40,143.10
85,20220125T140204,8400,147.70,140.60
86,20220125T140204,8500,140.00,147.20
87,20220125T140204,8600,140.10,143.00
88,20220125T140204,8700,149.80,147.70
89,20220125T140204,8800,144.90,149.40
90,20220125T140204,8900,142.70,145.20
91,20220125T140204,9000,145.90,147.70
92,20220125T140205,9100,147.00,145.10
93,20220125T140205,9200,142.40,148.40
94,20220125T140205,9300,142.00,141.50
95,20220125T140205,9400,141.90,147.70
96,20220125T140205,9500,149.50,149.50
97,20220125T140205,9600,146.40,140.00
98,20220125T140205,9700,141.80,141.70
99,20220125T140205,9800,142.30,141.70
100,20220125T140205,9900,145.40,146.80
