ID,DateTime,MilliSeconds,1,2,3,4,5,6,7,8
1,20220110T140825,0,188.20,187.80,160.00,155.80,24.30,142.80,70.00,116.30
2,20220110T140827,100,179.50,199.80,92.70,49.90,13.40,16.30,17.40,28.80
3,20220110T140827,200,119.40,56.20,152.10,73.40,41.60,190.80,59.60,137.80
4,20220110T140827,300,138.30,79.50,19.00,136.80,64.80,191.30,81.80,146.50
5,20220110T140827,400,103.50,198.40,88.40,77.40,24.60,189.80,186.40,26.90
6,20220110T140827,500,195.30,57.20,12.60,162.20,90.20,23.40,39.60,13.50
7,20220110T140827,600,152.90,130.60,99.70,173.00,16.50,89.30,100.10,108.50
8,20220110T140827,700,185.70,198.00,64.60,135.30,56.70,26.70,35.90,44.40
9,20220110T140827,800,67.90,198.80,17.40,80.30,94.70,180.20,142.90,29.70
10,20220110T140827,900,11.30,159.50,132.80,129.10,168.70,102.40,126.40,134.90
11,20220110T140827,1000,61.00,63.70,91.10,81.10,17.20,49.90,157.40,40.20
12,20220110T140829,1100,47.10,19.40,173.60,171.10,14.10,144.10,46.90,88.20
13,20220110T140829,1200,70.70,85.80,68.20,82.20,193.10,68.80,84.70,31.90
14,20220110T140829,1300,97.00,118.60,152.70,112.60,184.80,129.90,57.00,107.80
15,20220110T140829,1400,141.10,162.00,145.60,182.40,187.90,40.90,16.30,51.60
16,20220110T140829,1500,64.40,127.90,82.80,55.10,85.70,115.40,125.80,165.60
17,20220110T140829,1600,32.40,101.00,84.10,150.10,144.90,106.90,169.30,191.10
18,20220110T140829,1700,12.50,174.70,128.50,96.00,57.50,128.60,156.60,140.50
19,20220110T140829,1800,38.10,16.10,167.20,187.30,85.40,174.70,50.50,142.90
20,20220110T140829,1900,197.30,40.30,130.40,82.00,160.30,185.40,27.10,124.00
21,20220110T140829,2000,128.70,56.90,139.00,89.50,170.00,105.00,50.90,10.30
22,20220110T140831,2100,152.60,123.90,176.40,70.30,123.00,130.60,10.20,95.30
23,20220110T140831,2200,131.50,31.90,77.90,124.20,23.50,63.40,71.30,77.40
24,20220110T140831,2300,67.60,165.60,91.00,126.10,133.70,138.50,72.00,37.70
25,20220110T140831,2400,27.00,20.90,61.80,24.80,164.60,51.60,91.20,174.90
26,20220110T140831,2500,71.70,171.80,117.90,125.40,107.10,36.80,40.40,82.50
27,20220110T140831,2600,18.70,153.90,12.00,34.30,54.70,160.80,166.40,25.70
28,20220110T140831,2700,41.70,91.50,146.20,83.30,67.30,59.10,25.60,134.30
29,20220110T140831,2800,13.20,152.90,34.50,123.10,72.00,158.60,87.90,42.90
30,20220110T140831,2900,122.70,156.80,170.10,180.00,32.00,160.90,148.20,123.30
31,20220110T140831,3000,10.10,133.50,194.80,26.10,116.50,190.60,131.10,52.50
32,20220110T140833,3100,191.80,88.00,124.80,124.80,95.50,141.00,75.90,52.20
33,20220110T140833,3200,89.90,96.00,78.00,157.00,34.30,70.30,178.20,181.80
34,20220110T140833,3300,11.30,114.60,142.40,117.60,120.20,117.50,106.10,48.90
35,20220110T140833,3400,117.20,175.90,118.90,113.80,76.10,21.50,66.70,48.00
36,20220110T140833,3500,153.60,81.40,60.80,171.80,116.90,109.90,101.20,57.30
37,20220110T140833,3600,118.00,196.30,191.40,141.40,75.60,83.90,18.10,72.50
38,20220110T140833,3700,62.00,129.30,30.70,180.70,30.60,67.10,117.70,116.40
39,20220110T140833,3800,51.90,182.40,140.30,37.90,126.10,78.40,195.40,141.10
40,20220110T140833,3900,184.20,95.20,120.60,48.40,58.10,147.60,23.40,144.00
41,20220110T140833,4000,56.30,126.30,62.40,181.60,131.90,40.70,10.40,129.30
42,20220110T140835,4100,135.30,137.30,164.40,169.10,58.10,54.30,192.50,151.80
43,20220110T140835,4200,37.50,20.90,199.90,138.60,26.50,50.20,167.80,143.00
44,20220110T140835,4300,96.50,121.70,80.00,129.70,95.90,155.20,60.40,32.40
45,20220110T140835,4400,120.60,123.10,68.50,42.50,153.70,171.80,56.80,47.60
46,20220110T140835,4500,137.10,144.80,24.20,93.90,47.70,140.00,124.90,80.30
47,20220110T140835,4600,115.90,59.20,145.00,84.90,88.80,134.40,61.30,137.10
48,20220110T140835,4700,154.80,106.80,136.00,176.70,57.90,66.50,65.50,107.60
49,20220110T140835,4800,66.50,11.30,113.60,180.50,37.40,160.40,59.70,146.60
50,20220110T140835,4900,20.70,153.30,16.60,100.60,141.60,187.60,195.40,120.30
51,20220110T140835,5000,39.40,188.10,76.90,13.70,55.00,183.40,177.90,109.30
52,20220110T140837,5100,59.20,167.00,199.60,53.70,83.80,34.60,43.30,140.40
53,20220110T140837,5200,182.80,60.40,98.90,158.10,189.20,44.70,63.40,37.10
54,20220110T140837,5300,42.80,151.60,28.70,106.20,160.60,83.20,111.90,57.10
55,20220110T140837,5400,34.20,31.00,164.20,95.60,187.30,120.40,196.70,24.80
56,20220110T140837,5500,167.20,131.00,115.40,80.30,157.00,112.60,137.40,139.70
57,20220110T140837,5600,17.00,47.80,148.30,158.10,10.00,104.90,147.80,166.70
58,20220110T140837,5700,176.00,167.00,147.50,43.80,106.50,13.60,177.10,115.70
59,20220110T140837,5800,24.70,39.80,126.80,175.50,20.00,75.90,30.70,82.10
60,20220110T140837,5900,36.30,149.10,93.00,49.20,71.50,127.10,62.30,78.40
61,20220110T140837,6000,176.30,85.00,173.80,83.10,130.80,35.50,194.70,132.10
62,20220110T140839,6100,186.80,33.80,117.30,70.10,178.60,84.80,195.70,28.70
63,20220110T140839,6200,184.20,188.10,77.80,75.50,37.00,116.00,52.50,133.40
64,20220110T140839,6300,17.30,102.70,173.00,141.80,199.00,55.30,159.80,83.20
65,20220110T140839,6400,154.10,12.30,84.40,117.40,14.30,47.00,143.30,21.50
66,20220110T140839,6500,147.90,111.50,12.90,121.40,164.20,55.80,196.90,169.10
67,20220110T140839,6600,49.80,180.90,64.00,70.50,75.90,89.20,118.80,139.00
68,20220110T140840,6700,49.80,63.20,84.50,142.60,109.40,129.10,163.30,191.90
69,20220110T140840,6800,69.80,194.00,36.00,144.70,90.80,23.20,157.20,109.50
70,20220110T140840,6900,65.40,56.60,40.00,56.10,64.00,172.40,185.70,17.80
71,20220110T140840,7000,85.20,178.00,134.90,26.50,76.00,114.60,63.60,51.10
72,20220110T140842,7100,119.70,142.70,151.20,181.50,52.80,194.20,99.70,36.60
73,20220110T140842,7200,10.40,25.50,121.40,196.70,85.40,57.60,186.20,118.40
74,20220110T140842,7300,162.90,71.10,76.00,179.40,167.20,149.60,55.40,146.50
75,20220110T140842,7400,66.30,119.70,19.00,27.00,152.10,28.40,75.50,69.20
76,20220110T140842,7500,26.00,84.60,83.80,172.80,114.10,79.70,45.00,115.50
77,20220110T140842,7600,123.20,127.90,148.90,153.20,137.90,138.80,62.70,151.40
78,20220110T140842,7700,36.90,156.90,195.00,41.90,115.20,69.30,67.50,39.30
79,20220110T140842,7800,100.80,23.70,169.50,80.40,172.50,115.30,195.70,136.10
80,20220110T140842,7900,123.80,60.80,167.10,33.10,124.30,106.50,110.60,154.30
81,20220110T140842,8000,161.20,102.00,168.10,24.80,116.90,172.80,40.30,169.50
82,20220110T140844,8100,199.70,180.30,110.30,21.50,154.00,199.90,13.70,133.40
83,20220110T140844,8200,119.30,16.70,43.00,22.10,174.70,92.90,17.40,27.00
84,20220110T140844,8300,111.00,146.50,25.40,171.10,125.90,51.30,189.40,171.80
85,20220110T140844,8400,156.70,183.70,36.50,98.70,37.70,181.50,149.60,113.00
86,20220110T140844,8500,48.60,21.90,96.10,135.10,26.80,196.70,77.70,41.20
87,20220110T140844,8600,166.30,126.40,10.10,36.80,171.60,191.00,154.80,153.10
88,20220110T140844,8700,110.00,97.50,49.70,83.20,28.40,91.00,180.30,124.70
89,20220110T140844,8800,115.00,181.30,175.60,43.30,104.40,198.10,146.70,38.20
90,20220110T140844,8900,72.80,39.60,187.80,183.90,162.60,10.70,136.90,51.50
91,20220110T140844,9000,62.30,20.30,142.80,133.70,118.60,29.70,148.70,26.20
92,20220110T140846,9100,163.20,134.10,129.60,168.10,119.60,110.90,92.70,14.30
93,20220110T140846,9200,198.70,178.60,130.80,80.50,180.60,143.50,15.90,49.70
94,20220110T140846,9300,20.00,99.00,171.50,129.30,184.20,17.20,160.10,124.70
95,20220110T140846,9400,149.60,105.50,114.10,164.90,174.90,50.60,78.40,169.10
96,20220110T140846,9500,112.20,60.00,49.80,183.10,94.40,143.30,138.20,100.30
97,20220110T140846,9600,21.90,140.90,55.70,199.70,47.90,12.30,66.40,76.70
98,20220110T140846,9700,110.30,26.30,119.90,50.90,16.40,17.90,37.30,177.10
99,20220110T140846,9800,31.00,152.60,139.90,176.10,37.40,124.40,163.00,143.90
100,20220110T140846,9900,82.80,106.90,110.50,72.20,124.60,76.20,88.50,72.30
