ID,DateTime,MilliSeconds,7,36,56,58,64,66,86,115
1,20211214T113509,0ms,81.30,102.00,89.40,76.40,156.30,28.10,128.80,11.80
2,20211214T113510,100ms,131.60,107.30,60.30,59.60,23.00,36.30,86.40,34.70
3,20211214T113510,200ms,32.90,123.20,67.80,192.90,141.40,194.50,20.40,45.90
4,20211214T113510,300ms,139.80,187.90,124.10,168.90,159.40,48.30,97.50,40.20
5,20211214T113510,400ms,116.80,135.90,118.50,156.10,111.60,59.30,187.70,95.00
6,20211214T113510,500ms,16.90,188.80,155.00,58.00,68.20,129.60,131.70,44.00
7,20211214T113510,600ms,20.50,100.90,192.20,63.00,177.80,61.70,175.50,122.00
8,20211214T113510,700ms,96.30,180.10,194.40,87.20,81.10,64.60,166.60,198.90
9,20211214T113510,800ms,145.90,89.70,33.90,44.80,51.60,29.70,162.30,131.50
10,20211214T113510,900ms,114.90,41.50,14.20,61.90,87.90,164.90,89.70,19.60
11,20211214T113510,1000ms,73.50,166.90,157.40,95.90,179.30,91.70,59.10,39.20
12,20211214T113510,1100ms,120.90,193.80,122.00,41.80,138.50,148.00,125.30,96.60
13,20211214T113510,1200ms,91.70,109.30,71.30,58.40,164.10,37.70,66.20,58.00
14,20211214T113511,1300ms,72.50,197.20,89.80,33.80,46.40,60.50,16.40,129.70
15,20211214T113511,1400ms,79.60,35.70,63.30,46.90,163.10,129.70,178.50,194.70
16,20211214T113511,1500ms,146.10,113.00,13.30,127.40,174.60,139.70,180.90,67.90
17,20211214T113511,1600ms,123.00,114.50,29.10,73.40,41.30,56.70,114.50,73.30
18,20211214T113511,1700ms,135.20,166.50,41.00,76.90,43.30,199.40,133.20,54.60
19,20211214T113511,1800ms,146.70,146.00,52.10,42.50,90.00,86.80,183.10,166.70
20,20211214T113511,1900ms,181.30,175.50,87.40,30.20,87.90,82.70,186.60,85.10
21,20211214T113511,2000ms,160.60,13.20,41.70,186.90,75.50,146.90,112.70,180.10
22,20211214T113511,2100ms,173.50,16.00,82.40,43.00,60.20,93.60,80.90,55.00
23,20211214T113511,2200ms,18.60,32.10,72.50,118.70,61.80,126.20,110.40,16.10
24,20211214T113512,2300ms,131.90,11.40,171.50,15.10,46.30,116.60,147.20,197.40
25,20211214T113512,2400ms,83.90,169.40,186.40,163.80,128.50,157.70,88.50,164.90
26,20211214T113512,2500ms,73.90,163.20,86.80,167.50,120.80,166.10,162.40,192.30
27,20211214T113512,2600ms,58.60,66.50,173.80,122.80,116.10,99.50,192.60,121.10
28,20211214T113512,2700ms,198.90,130.70,177.70,129.20,164.80,59.80,111.90,197.80
29,20211214T113512,2800ms,49.50,15.80,91.20,192.40,100.90,116.20,172.10,150.40
30,20211214T113512,2900ms,63.90,48.80,31.20,46.10,123.10,88.70,141.90,172.30
31,20211214T113512,3000ms,193.90,89.10,34.30,176.00,29.10,116.40,179.60,175.70
32,20211214T113512,3100ms,180.40,106.50,164.20,123.00,46.40,187.80,70.10,197.90
33,20211214T113513,3200ms,107.00,165.40,88.50,96.30,103.10,26.60,184.60,13.50
34,20211214T113513,3300ms,129.00,52.70,112.70,126.00,73.90,96.00,43.80,40.00
35,20211214T113513,3400ms,170.50,38.60,10.00,100.90,61.70,56.00,139.20,178.70
36,20211214T113513,3500ms,71.50,105.00,104.70,94.60,67.60,70.80,136.40,71.60
37,20211214T113513,3600ms,17.20,167.80,180.50,78.80,65.60,198.50,142.20,65.40
38,20211214T113513,3700ms,139.00,40.20,108.80,178.80,159.10,154.10,114.30,57.70
39,20211214T113513,3800ms,64.70,91.50,139.70,191.90,102.50,14.40,79.10,26.30
40,20211214T113513,3900ms,144.50,102.40,161.60,135.20,169.50,101.80,24.60,24.00
41,20211214T113513,4000ms,48.20,85.60,181.80,25.30,52.60,181.30,93.90,63.60
42,20211214T113513,4100ms,98.40,75.20,126.80,85.60,121.40,58.40,145.90,115.30
43,20211214T113514,4200ms,174.70,49.10,35.50,148.60,173.90,67.10,193.90,109.00
44,20211214T113514,4300ms,63.70,151.00,40.90,93.80,13.80,45.10,121.60,185.30
45,20211214T113514,4400ms,179.30,63.50,140.70,120.20,14.40,80.10,120.80,194.80
46,20211214T113514,4500ms,185.70,192.00,99.90,42.80,194.40,101.90,86.40,61.50
47,20211214T113514,4600ms,133.60,16.80,48.70,106.60,34.30,89.80,173.80,185.10
48,20211214T113514,4700ms,115.40,100.60,113.80,67.10,28.20,73.70,165.60,137.10
49,20211214T113514,4800ms,141.40,17.60,93.00,183.50,108.30,102.50,17.70,64.30
50,20211214T113514,4900ms,69.20,178.50,136.30,106.90,170.80,143.60,86.50,172.50
51,20211214T113514,5000ms,81.10,59.20,154.00,169.50,90.20,66.90,110.50,180.30
52,20211214T113515,5100ms,11.50,157.60,198.60,99.40,184.70,53.50,131.90,90.30
53,20211214T113515,5200ms,87.50,73.20,193.60,57.90,99.70,87.80,23.90,195.90
54,20211214T113515,5300ms,176.30,81.80,32.50,119.70,60.10,148.30,175.30,78.60
55,20211214T113515,5400ms,51.00,67.30,177.60,66.40,103.30,96.30,76.40,94.50
56,20211214T113515,5500ms,185.50,129.00,145.10,93.20,19.70,194.10,116.50,150.40
57,20211214T113515,5600ms,194.70,194.70,73.00,46.80,39.20,193.80,90.50,33.00
58,20211214T113515,5700ms,161.70,78.70,146.50,96.60,156.50,56.70,161.80,107.70
59,20211214T113515,5800ms,196.70,175.70,132.70,188.30,167.60,149.70,54.00,32.30
60,20211214T113515,5900ms,47.90,90.50,193.20,135.10,63.80,45.40,43.90,188.40
61,20211214T113515,6000ms,141.20,178.40,157.50,158.10,97.50,34.30,114.40,57.20
62,20211214T113516,6100ms,101.40,142.30,194.80,195.30,101.20,21.50,16.90,71.70
63,20211214T113516,6200ms,144.80,160.50,179.20,51.40,74.30,11.70,175.50,161.10
64,20211214T113516,6300ms,140.70,154.20,82.70,147.10,17.10,139.40,11.00,193.50
65,20211214T113516,6400ms,166.30,167.70,25.60,123.10,35.50,120.40,156.40,162.60
66,20211214T113516,6500ms,125.80,23.80,43.30,176.40,111.60,14.10,47.80,132.30
67,20211214T113516,6600ms,58.30,82.10,147.90,38.10,29.10,85.30,34.40,40.90
68,20211214T113516,6700ms,182.70,61.50,47.70,107.70,133.80,31.00,151.60,159.50
69,20211214T113516,6800ms,116.00,38.20,135.10,49.60,47.60,141.20,139.30,105.90
70,20211214T113516,6900ms,10.20,11.90,161.70,185.70,139.40,177.60,66.90,77.30
71,20211214T113517,7000ms,60.40,106.80,192.30,170.80,163.70,122.90,74.00,38.50
72,20211214T113517,7100ms,126.10,29.40,14.30,108.40,87.00,78.00,162.90,119.00
73,20211214T113517,7200ms,13.10,36.20,106.20,172.60,142.80,132.00,15.30,183.60
74,20211214T113517,7300ms,164.20,106.00,38.80,26.90,17.20,168.70,40.30,26.40
75,20211214T113517,7400ms,29.10,31.00,13.10,82.20,192.40,199.40,187.50,196.60
76,20211214T113517,7500ms,73.50,154.20,153.90,133.50,162.10,54.10,141.00,191.50
77,20211214T113517,7600ms,27.70,118.60,70.40,58.00,76.30,173.10,105.50,55.00
78,20211214T113517,7700ms,182.00,70.40,149.90,34.40,192.70,49.00,134.30,119.70
79,20211214T113517,7800ms,192.50,113.30,20.30,26.60,36.90,162.70,19.40,63.50
80,20211214T113518,7900ms,115.40,193.60,22.30,134.20,152.50,16.80,78.30,89.70
81,20211214T113518,8000ms,143.90,192.60,108.50,22.60,37.10,56.80,88.40,109.80
82,20211214T113518,8100ms,184.20,110.70,16.70,71.10,70.60,72.10,53.00,82.00
83,20211214T113518,8200ms,198.60,94.60,183.70,144.50,57.50,18.40,87.40,111.10
84,20211214T113518,8300ms,137.00,62.50,100.30,126.90,125.60,62.90,20.20,104.00
85,20211214T113518,8400ms,48.50,17.40,31.00,112.40,36.70,50.60,50.00,78.80
86,20211214T113518,8500ms,180.60,60.50,18.30,39.10,54.90,31.30,27.90,119.50
87,20211214T113518,8600ms,85.60,193.50,164.80,188.90,111.80,155.40,110.30,149.40
88,20211214T113518,8700ms,20.10,142.50,110.90,141.80,121.30,55.40,122.20,28.00
89,20211214T113518,8800ms,61.80,50.10,25.00,175.60,58.80,195.70,75.90,87.10
90,20211214T113519,8900ms,154.80,111.10,198.10,135.70,63.00,60.20,116.80,117.50
91,20211214T113519,9000ms,37.40,192.80,150.40,97.80,51.40,147.90,128.80,18.50
92,20211214T113519,9100ms,29.30,154.80,27.70,17.50,149.10,145.00,130.40,32.60
93,20211214T113519,9200ms,33.60,137.80,140.50,190.20,90.00,169.60,173.50,17.50
94,20211214T113519,9300ms,93.00,139.30,172.70,24.80,41.70,141.00,105.50,132.00
95,20211214T113519,9400ms,147.70,69.30,188.80,77.90,35.30,56.00,148.30,87.30
96,20211214T113519,9500ms,125.50,151.80,48.10,26.70,97.00,40.70,81.90,136.70
97,20211214T113519,9600ms,28.00,117.80,131.80,142.80,166.80,197.20,54.20,140.10
98,20211214T113519,9700ms,79.00,70.10,64.80,112.40,120.90,94.70,193.40,103.30
99,20211214T113519,9800ms,94.60,177.20,164.10,198.90,40.80,121.90,120.90,118.20
100,20211214T113520,9900ms,141.70,179.20,199.20,63.00,197.10,164.40,101.40,50.70
