ID,DateTime,MilliSeconds,7,36,56,58,64,66,86,115
1,20211214T112827,0ms,157.60,126.50,167.40,136.20,128.90,81.20,69.10,162.40
2,20211214T112827,100ms,85.00,49.20,95.50,102.40,168.20,29.60,176.70,76.50
3,20211214T112827,200ms,34.90,30.80,180.70,174.80,121.10,97.50,155.20,150.90
4,20211214T112827,300ms,77.40,132.80,181.90,123.40,143.00,28.90,44.90,146.40
5,20211214T112827,400ms,192.10,143.60,26.60,72.10,167.60,57.40,151.70,138.20
6,20211214T112827,500ms,104.50,77.80,197.40,152.90,153.90,95.30,135.10,29.20
7,20211214T112827,600ms,187.90,68.70,84.30,186.60,145.10,113.50,108.30,191.20
8,20211214T112827,700ms,54.00,152.00,55.10,174.10,172.40,138.60,164.70,70.40
9,20211214T112828,800ms,151.80,150.50,144.80,20.40,100.40,124.20,25.80,22.20
10,20211214T112828,900ms,52.70,111.90,132.80,58.00,167.70,36.20,48.90,188.10
11,20211214T112828,1000ms,188.40,167.70,168.40,32.20,117.20,160.80,162.50,95.40
12,20211214T112828,1100ms,158.30,105.20,55.30,83.50,139.20,164.70,47.90,148.50
13,20211214T112828,1200ms,90.80,139.30,113.40,137.00,51.80,95.60,75.70,107.20
14,20211214T112828,1300ms,134.80,145.30,147.60,78.60,56.00,24.10,193.00,177.40
15,20211214T112828,1400ms,92.00,30.40,149.30,118.30,101.40,81.00,22.40,43.10
16,20211214T112828,1500ms,127.20,198.00,95.70,53.40,134.00,69.20,60.70,121.00
17,20211214T112828,1600ms,83.50,135.50,112.60,87.10,36.30,175.50,49.00,177.10
18,20211214T112829,1700ms,32.60,25.60,130.00,76.20,194.30,88.40,171.50,156.80
19,20211214T112829,1800ms,24.60,63.10,62.90,77.70,64.70,36.90,163.00,133.90
20,20211214T112829,1900ms,101.30,13.40,102.10,149.80,129.00,198.10,77.10,79.40
21,20211214T112829,2000ms,27.60,20.40,15.40,199.20,163.30,82.70,56.70,147.30
22,20211214T112829,2100ms,60.40,166.50,118.60,143.10,19.00,19.40,194.00,121.70
23,20211214T112829,2200ms,162.00,157.90,56.60,10.70,54.50,72.10,28.30,160.50
24,20211214T112829,2300ms,35.80,71.90,91.40,42.40,57.10,94.30,100.90,130.40
25,20211214T112829,2400ms,126.10,102.00,90.70,16.20,59.40,172.30,74.60,110.20
26,20211214T112829,2500ms,137.70,114.10,27.60,188.10,27.80,115.20,66.00,187.80
27,20211214T112829,2600ms,167.30,162.60,82.40,75.50,37.40,132.50,180.10,84.50
28,20211214T112830,2700ms,180.40,150.80,173.20,88.20,172.60,39.70,96.40,114.50
29,20211214T112830,2800ms,82.80,160.10,160.40,108.90,44.20,54.20,168.20,120.70
30,20211214T112830,2900ms,92.40,186.80,90.90,145.00,125.30,125.60,34.80,119.10
31,20211214T112830,3000ms,108.60,69.10,68.20,42.10,14.60,123.70,57.00,188.00
32,20211214T112830,3100ms,193.60,87.60,136.20,159.30,19.10,41.70,35.70,162.30
33,20211214T112830,3200ms,197.80,116.60,103.10,34.20,35.40,177.60,85.10,49.40
34,20211214T112830,3300ms,154.30,29.90,40.10,188.50,140.00,170.60,178.10,93.10
35,20211214T112831,3400ms,69.30,176.10,93.80,134.40,123.00,150.50,56.90,16.60
36,20211214T112831,3500ms,192.80,176.70,15.60,94.90,163.80,30.50,121.00,164.40
37,20211214T112831,3600ms,16.60,25.00,148.20,97.40,153.60,183.40,28.70,147.90
38,20211214T112831,3700ms,73.50,83.80,81.40,115.70,114.10,131.10,184.10,40.90
39,20211214T112831,3800ms,132.00,66.40,71.00,186.60,140.70,30.80,86.90,52.30
40,20211214T112831,3900ms,155.10,169.60,30.20,145.10,139.80,110.50,162.60,123.50
41,20211214T112831,4000ms,89.30,145.50,26.30,163.50,111.50,23.00,100.50,53.60
42,20211214T112831,4100ms,44.20,149.60,80.40,83.80,85.30,175.80,137.80,84.50
43,20211214T112831,4200ms,65.50,160.10,61.50,162.10,17.60,59.00,118.90,39.80
44,20211214T112831,4300ms,139.10,177.40,101.80,27.80,67.70,59.60,44.90,119.70
45,20211214T112831,4400ms,88.80,10.10,133.40,153.30,102.60,54.20,115.90,189.90
46,20211214T112831,4500ms,71.60,127.30,189.20,116.40,131.80,199.70,79.90,15.40
