ID,DateTime,MilliSeconds,7,36,56,58,64,66,86,115
1,20211214T104905,0ms,176.10,41.00,13.00,149.30,144.30,116.60,152.50,49.90
2,20211214T104905,100ms,103.00,88.40,84.10,138.50,130.00,70.20,47.60,121.00
3,20211214T104905,200ms,138.50,99.90,178.80,139.40,10.90,113.70,49.50,86.80
4,20211214T104905,300ms,188.10,182.80,96.50,84.40,176.10,122.70,51.90,136.90
5,20211214T104905,400ms,110.00,175.90,157.00,143.60,169.80,171.00,80.90,67.20
6,20211214T104905,500ms,171.00,56.30,41.90,169.30,39.50,14.10,103.30,109.30
7,20211214T104906,600ms,180.10,135.70,99.70,124.00,91.80,141.00,69.80,139.70
8,20211214T104906,700ms,112.60,92.00,59.30,35.80,47.80,182.90,99.00,191.10
9,20211214T104906,800ms,189.20,180.60,39.40,165.40,66.60,32.50,164.10,125.00
10,20211214T104906,900ms,11.40,19.10,57.30,19.30,92.90,168.40,11.10,191.80
11,20211214T104906,1000ms,81.90,100.50,154.70,143.60,197.20,196.40,199.10,150.20
12,20211214T104906,1100ms,76.60,131.20,124.60,178.00,50.60,121.10,105.30,147.10
13,20211214T104906,1200ms,196.20,162.00,107.90,88.90,97.90,11.20,169.80,133.00
14,20211214T104906,1300ms,152.80,51.40,12.00,136.30,34.50,26.70,32.50,152.90
15,20211214T104906,1400ms,57.00,38.60,195.70,44.20,159.20,86.20,159.60,195.80
16,20211214T104907,1500ms,188.90,89.80,146.00,78.50,83.90,128.60,101.60,97.30
17,20211214T104907,1600ms,31.60,132.50,35.90,56.80,64.80,161.50,174.90,39.10
18,20211214T104907,1700ms,111.60,174.90,176.40,72.00,42.80,36.40,58.70,48.80
19,20211214T104907,1800ms,148.90,119.00,191.50,23.50,156.20,28.70,68.30,88.50
20,20211214T104907,1900ms,87.50,110.20,135.80,124.20,164.40,29.10,142.40,90.80
21,20211214T104907,2000ms,65.90,165.80,13.50,101.80,138.90,132.00,144.10,155.60
22,20211214T104907,2100ms,20.80,11.60,169.40,126.60,97.30,51.10,100.20,45.30
23,20211214T104907,2200ms,121.60,118.00,120.10,103.40,123.20,78.30,145.50,119.90
