ID,DateTime,MilliSeconds,1,2,3,4,5,6,7,8
1,20220105T100308,0ms,12.10,39.40,16.70,171.80,143.60,82.40,191.90,198.40
2,20220105T100310,100ms,33.40,114.50,169.90,67.50,68.60,168.50,70.20,42.10
3,20220105T100312,200ms,77.80,136.50,191.90,22.90,146.80,21.80,145.90,31.70
4,20220105T100314,300ms,72.60,152.40,149.50,79.40,31.60,166.90,97.40,62.80
5,20220105T100316,400ms,82.00,25.40,195.40,26.80,52.10,177.90,163.00,145.90
6,20220105T100318,500ms,96.10,166.50,173.40,169.40,152.90,102.20,191.80,102.70
7,20220105T100319,600ms,108.00,44.50,45.50,70.20,37.50,36.50,93.60,69.40
8,20220105T100321,700ms,129.80,69.30,127.70,117.60,44.20,124.40,163.30,176.90
9,20220105T100323,800ms,164.60,50.80,118.10,39.20,80.80,70.50,95.60,96.90
10,20220105T100325,900ms,158.60,192.70,193.00,69.20,109.50,66.10,21.60,108.60
11,20220105T100327,1000ms,27.70,53.20,27.20,125.60,74.40,18.80,58.80,43.40
12,20220105T100330,1100ms,113.70,155.70,161.10,50.90,43.30,77.60,137.00,101.00
13,20220105T100332,1200ms,199.10,105.10,192.10,43.10,113.00,111.00,102.30,87.50
14,20220105T100334,1300ms,168.80,32.70,114.30,90.00,81.90,151.70,65.10,177.90
15,20220105T100336,1400ms,150.30,38.10,34.80,69.60,161.00,64.40,90.30,130.40
16,20220105T100337,1500ms,178.70,14.40,103.50,88.30,58.10,117.30,196.10,34.60
17,20220105T100340,1600ms,138.80,163.10,103.40,54.40,39.10,160.20,46.20,55.70
18,20220105T100342,1700ms,28.10,30.30,166.50,156.90,91.90,59.90,96.20,67.60
