ID,DateTime,MilliSeconds,1,2
1,20220112T172034,0,140.70,144.90
2,20220112T172035,100,147.30,145.80
3,20220112T172035,200,143.00,147.20
4,20220112T172035,300,144.40,147.80
5,20220112T172035,400,142.30,140.90
6,20220112T172035,500,144.00,146.50
7,20220112T172035,600,149.20,144.20
8,20220112T172035,700,148.70,140.30
9,20220112T172035,800,142.70,142.90
10,20220112T172035,900,144.00,141.20
11,20220112T172035,1000,140.30,146.90
12,20220112T172036,1100,140.90,145.70
13,20220112T172036,1200,146.00,143.30
14,20220112T172036,1300,149.90,147.80
15,20220112T172036,1400,141.60,143.50
16,20220112T172036,1500,149.70,142.60
17,20220112T172036,1600,141.20,146.70
18,20220112T172036,1700,141.00,143.30
19,20220112T172036,1800,147.90,144.90
20,20220112T172036,1900,147.90,142.10
21,20220112T172036,2000,146.70,147.20
22,20220112T172037,2100,149.30,143.60
23,20220112T172037,2200,148.50,144.50
24,20220112T172037,2300,142.80,149.10
25,20220112T172037,2400,149.40,145.70
26,20220112T172037,2500,140.10,145.30
27,20220112T172037,2600,140.80,144.40
28,20220112T172037,2700,146.80,149.00
29,20220112T172037,2800,142.40,149.60
30,20220112T172037,2900,143.00,140.30
31,20220112T172037,3000,142.20,146.60
32,20220112T172039,3100,144.90,142.40
33,20220112T172039,3200,140.10,145.30
34,20220112T172039,3300,147.70,140.80
35,20220112T172039,3400,142.80,143.30
36,20220112T172039,3500,149.80,148.10
37,20220112T172039,3600,143.50,141.30
38,20220112T172039,3700,146.50,141.40
39,20220112T172039,3800,146.30,143.60
40,20220112T172039,3900,142.50,146.90
41,20220112T172039,4000,141.50,149.40
42,20220112T172040,4100,142.90,140.10
43,20220112T172040,4200,141.70,149.50
44,20220112T172040,4300,140.50,140.40
45,20220112T172040,4400,145.10,149.80
46,20220112T172040,4500,148.80,142.30
47,20220112T172040,4600,140.50,148.20
48,20220112T172040,4700,145.20,146.60
49,20220112T172040,4800,141.60,143.70
50,20220112T172040,4900,143.80,144.40
51,20220112T172040,5000,140.10,149.70
52,20220112T172041,5100,147.10,142.80
53,20220112T172041,5200,143.70,145.80
54,20220112T172041,5300,147.70,149.70
55,20220112T172041,5400,149.40,140.40
56,20220112T172041,5500,140.90,143.10
57,20220112T172041,5600,144.50,147.50
58,20220112T172041,5700,143.50,149.80
59,20220112T172041,5800,144.20,149.90
60,20220112T172041,5900,146.80,141.20
61,20220112T172041,6000,146.00,145.70
62,20220112T172042,6100,149.40,140.80
63,20220112T172042,6200,149.50,146.80
64,20220112T172042,6300,141.30,143.00
65,20220112T172042,6400,140.60,146.20
66,20220112T172042,6500,144.20,146.50
67,20220112T172042,6600,148.20,145.20
68,20220112T172042,6700,146.70,142.10
69,20220112T172042,6800,149.50,141.20
70,20220112T172042,6900,147.10,140.10
71,20220112T172042,7000,149.00,143.10
72,20220112T172043,7100,143.80,145.70
73,20220112T172043,7200,141.60,149.00
74,20220112T172043,7300,144.00,147.90
75,20220112T172043,7400,143.50,140.60
76,20220112T172043,7500,147.20,149.80
77,20220112T172043,7600,149.50,141.90
78,20220112T172043,7700,145.40,142.30
79,20220112T172043,7800,148.90,146.00
80,20220112T172043,7900,140.50,142.60
81,20220112T172043,8000,142.30,140.60
82,20220112T172044,8100,141.30,147.00
83,20220112T172044,8200,143.80,149.40
84,20220112T172044,8300,142.00,144.40
85,20220112T172044,8400,146.60,143.40
86,20220112T172044,8500,142.60,149.40
87,20220112T172044,8600,146.30,143.80
88,20220112T172044,8700,144.40,149.00
89,20220112T172044,8800,145.00,145.90
90,20220112T172044,8900,142.30,144.70
91,20220112T172044,9000,148.50,141.70
92,20220112T172045,9100,147.20,143.90
93,20220112T172045,9200,144.70,148.50
94,20220112T172045,9300,149.60,148.50
95,20220112T172045,9400,142.30,142.00
96,20220112T172045,9500,144.40,146.80
97,20220112T172045,9600,143.50,141.50
98,20220112T172045,9700,142.50,143.40
99,20220112T172045,9800,144.20,141.10
100,20220112T172045,9900,147.90,145.20
