ID,DateTime,MilliSeconds,1,2
1,20220125T153543,0,148.70,147.50
2,20220125T153544,100,141.30,142.20
3,20220125T153544,200,145.70,141.60
4,20220125T153544,300,148.20,144.20
5,20220125T153544,400,146.20,140.80
6,20220125T153544,500,144.00,140.50
7,20220125T153544,600,147.00,140.60
8,20220125T153544,700,140.10,141.90
9,20220125T153544,800,142.00,146.20
10,20220125T153544,900,141.70,143.50
11,20220125T153544,1000,145.20,149.40
12,20220125T153545,1100,143.50,141.00
13,20220125T153545,1200,143.10,146.30
14,20220125T153545,1300,145.10,144.70
15,20220125T153545,1400,145.10,141.00
16,20220125T153545,1500,144.90,144.70
17,20220125T153546,1600,143.40,144.80
18,20220125T153546,1700,142.30,148.80
19,20220125T153546,1800,147.10,143.20
20,20220125T153546,1900,145.90,145.60
21,20220125T153546,2000,144.50,140.20
22,20220125T153547,2100,142.30,148.90
23,20220125T153547,2200,141.90,149.40
24,20220125T153547,2300,148.60,140.70
25,20220125T153547,2400,149.20,140.00
26,20220125T153547,2500,144.60,140.10
27,20220125T153547,2600,146.50,144.40
28,20220125T153547,2700,145.60,147.40
29,20220125T153547,2800,141.70,147.50
30,20220125T153547,2900,149.50,146.60
31,20220125T153547,3000,146.40,149.10
32,20220125T153548,3100,149.10,144.00
33,20220125T153548,3200,145.60,145.90
34,20220125T153548,3300,149.70,149.70
35,20220125T153548,3400,140.90,146.30
36,20220125T153548,3500,142.20,148.50
37,20220125T153548,3600,149.90,141.90
38,20220125T153548,3700,142.00,149.20
39,20220125T153548,3800,144.80,145.30
40,20220125T153548,3900,147.60,147.60
41,20220125T153548,4000,143.30,149.70
42,20220125T153550,4100,149.30,140.30
43,20220125T153550,4200,140.80,147.40
44,20220125T153550,4300,146.60,140.30
45,20220125T153550,4400,143.00,148.10
46,20220125T153550,4500,148.60,142.50
47,20220125T153550,4600,146.90,142.50
48,20220125T153550,4700,145.80,148.50
49,20220125T153550,4800,149.90,142.10
50,20220125T153550,4900,141.40,146.00
51,20220125T153550,5000,145.60,147.20
52,20220125T153551,5100,145.30,145.30
53,20220125T153551,5200,147.50,148.10
54,20220125T153551,5300,145.50,146.20
55,20220125T153551,5400,144.80,144.50
56,20220125T153551,5500,145.20,147.00
57,20220125T153551,5600,143.10,140.00
58,20220125T153551,5700,146.30,144.70
59,20220125T153551,5800,141.90,147.00
60,20220125T153551,5900,140.10,145.90
61,20220125T153551,6000,148.20,147.90
62,20220125T153552,6100,149.60,142.90
63,20220125T153552,6200,140.10,145.60
64,20220125T153552,6300,143.00,148.10
65,20220125T153552,6400,142.00,146.20
66,20220125T153552,6500,145.10,144.50
67,20220125T153552,6600,147.00,145.40
68,20220125T153552,6700,145.70,149.30
69,20220125T153552,6800,141.50,140.80
70,20220125T153552,6900,146.10,146.60
71,20220125T153552,7000,147.30,147.80
72,20220125T153552,7100,148.60,143.00
73,20220125T153553,7200,145.20,142.60
74,20220125T153553,7300,147.90,141.00
75,20220125T153553,7400,143.20,145.10
76,20220125T153553,7500,147.20,140.10
77,20220125T153553,7600,148.70,147.90
78,20220125T153553,7700,140.80,143.70
79,20220125T153553,7800,143.60,140.20
80,20220125T153553,7900,147.80,142.30
81,20220125T153553,8000,148.80,147.40
82,20220125T153554,8100,140.90,149.60
83,20220125T153554,8200,142.30,146.20
84,20220125T153554,8300,142.30,144.60
85,20220125T153554,8400,147.90,145.50
86,20220125T153554,8500,147.40,142.20
87,20220125T153554,8600,143.10,145.70
88,20220125T153554,8700,147.10,147.90
89,20220125T153554,8800,149.40,142.70
90,20220125T153554,8900,145.60,143.60
91,20220125T153554,9000,141.60,144.70
92,20220125T153555,9100,141.30,148.40
93,20220125T153555,9200,145.70,146.00
94,20220125T153556,9300,145.70,140.00
95,20220125T153556,9400,143.60,141.30
96,20220125T153556,9500,143.30,147.50
97,20220125T153556,9600,141.00,146.20
98,20220125T153556,9700,146.60,140.60
99,20220125T153556,9800,140.80,140.70
100,20220125T153556,9900,147.30,143.70
