ID,DateTime,MilliSeconds,1,2,3,4,5,6,7,8
1,20220110T135917,0,50.80,70.10,109.20,75.80,34.10,191.70,62.50,176.70
2,20220110T135919,100,123.50,137.40,112.70,91.50,65.60,180.50,154.20,188.00
3,20220110T135919,200,87.10,22.90,107.10,105.00,169.30,129.30,44.80,174.50
4,20220110T135919,300,12.80,186.10,23.80,196.50,77.40,151.70,100.00,109.20
5,20220110T135919,400,49.40,40.70,125.10,108.40,54.90,54.20,13.70,186.20
6,20220110T135919,500,30.20,30.40,41.00,93.40,31.80,55.00,120.80,158.60
7,20220110T135919,600,153.30,52.90,69.00,33.30,185.00,187.00,29.60,27.90
8,20220110T135919,700,100.00,45.10,123.70,108.30,156.20,141.80,53.80,28.90
9,20220110T135919,800,140.30,149.80,104.30,127.00,159.50,104.10,162.70,36.00
10,20220110T135919,900,166.70,175.80,30.50,76.10,162.60,88.80,87.00,179.60
11,20220110T135919,1000,141.10,140.70,23.10,76.30,107.20,14.40,163.20,110.10
12,20220110T135921,1100,181.40,60.90,19.20,29.70,147.40,48.80,76.10,178.30
13,20220110T135921,1200,160.70,67.50,86.30,144.30,38.10,25.30,177.80,151.50
14,20220110T135921,1300,160.30,34.20,157.70,116.50,56.50,113.30,38.00,170.50
15,20220110T135921,1400,43.70,46.30,52.70,197.00,43.30,83.00,83.60,127.60
16,20220110T135921,1500,95.10,170.20,47.00,186.80,158.40,42.20,129.80,82.90
17,20220110T135921,1600,13.50,191.40,28.70,102.00,117.70,153.60,63.50,43.80
18,20220110T135921,1700,82.10,148.10,96.80,79.70,129.40,107.10,23.60,21.90
19,20220110T135921,1800,39.20,124.00,129.10,98.60,127.60,146.70,54.00,174.40
20,20220110T135921,1900,110.60,190.40,61.10,12.40,149.30,105.40,112.40,91.00
21,20220110T135921,2000,62.00,82.00,43.30,103.40,192.40,124.90,154.50,176.30
22,20220110T135923,2100,127.10,183.30,166.20,18.80,65.10,38.70,116.60,72.20
23,20220110T135923,2200,41.90,80.10,84.80,48.60,167.10,158.80,131.50,193.90
24,20220110T135923,2300,197.50,179.70,35.50,141.40,71.40,172.00,142.70,178.30
25,20220110T135923,2400,149.40,23.10,164.60,97.80,92.00,31.30,192.60,188.70
26,20220110T135923,2500,184.80,195.90,71.00,94.60,181.70,76.50,137.30,97.30
27,20220110T135923,2600,192.90,195.80,50.80,151.60,34.40,129.90,164.60,74.40
28,20220110T135923,2700,138.70,26.30,18.30,120.00,86.50,131.20,73.30,107.60
29,20220110T135923,2800,62.80,79.10,176.40,199.60,78.00,185.90,45.00,193.90
30,20220110T135923,2900,103.30,153.00,97.60,85.90,175.40,145.00,127.50,149.30
31,20220110T135923,3000,29.00,108.60,95.40,90.20,198.00,174.30,128.40,80.90
32,20220110T135925,3100,162.40,82.70,47.90,153.20,102.10,128.20,148.10,157.70
33,20220110T135925,3200,121.80,117.80,102.70,138.30,28.60,83.50,137.60,51.30
34,20220110T135925,3300,60.50,102.10,46.20,47.40,90.60,36.70,50.20,55.90
35,20220110T135925,3400,136.00,94.10,73.30,74.70,36.20,26.60,136.90,195.20
36,20220110T135925,3500,81.80,32.30,166.20,104.70,143.40,81.00,121.30,12.10
37,20220110T135925,3600,20.00,159.40,50.60,136.40,130.10,14.20,95.50,75.90
38,20220110T135925,3700,88.50,37.30,157.10,20.80,86.70,164.30,40.50,31.20
39,20220110T135925,3800,138.70,118.70,129.70,11.10,123.10,129.20,169.50,44.90
