ID,DateTime,MilliSeconds,1,2,3,4,5,6,7,8
1,20220110T135321,0,169.80,73.80,38.50,137.80,90.10,96.10,194.50,57.30
2,20220110T135323,100,106.00,65.40,54.60,127.60,38.40,33.70,144.00,129.00
3,20220110T135323,200,106.80,172.70,125.30,141.70,155.40,120.80,97.40,181.30
4,20220110T135323,300,196.60,54.60,80.10,98.70,153.80,193.50,109.20,71.80
5,20220110T135323,400,180.60,32.90,50.90,50.80,185.70,117.30,97.30,39.70
6,20220110T135323,500,80.30,12.90,172.50,159.60,63.40,48.10,175.90,144.90
7,20220110T135323,600,130.30,162.20,185.10,157.80,188.20,198.50,25.10,126.50
8,20220110T135323,700,90.40,127.60,68.00,53.00,44.50,31.80,186.20,49.70
9,20220110T135323,800,163.00,27.30,172.10,192.20,126.90,76.20,149.10,62.60
10,20220110T135323,900,121.20,98.40,108.60,111.90,80.70,102.00,26.20,171.10
11,20220110T135323,1000,119.00,48.80,103.40,119.40,84.90,164.60,40.40,18.00
12,20220110T135325,1100,76.70,105.30,94.70,191.90,65.20,22.70,31.40,137.70
13,20220110T135325,1200,100.50,41.90,164.90,195.10,72.30,167.40,14.70,71.30
14,20220110T135325,1300,73.60,116.00,197.10,144.40,108.80,187.30,47.80,142.10
15,20220110T135325,1400,118.50,155.20,191.20,24.30,100.00,25.40,114.90,65.30
16,20220110T135325,1500,73.80,169.40,118.50,131.90,86.00,75.80,111.50,40.10
17,20220110T135325,1600,141.90,156.90,92.20,35.70,159.50,137.70,151.80,111.40
18,20220110T135325,1700,148.90,15.60,38.00,157.10,11.50,83.20,120.20,58.40
19,20220110T135325,1800,16.70,138.80,139.60,161.50,144.50,154.00,120.20,140.00
20,20220110T135325,1900,164.60,10.40,132.00,158.40,16.90,18.00,177.80,29.20
21,20220110T135325,2000,156.60,127.50,16.70,16.50,112.90,185.80,150.50,158.10
22,20220110T135327,2100,175.80,110.00,24.40,181.30,44.80,116.90,94.10,120.50
23,20220110T135327,2200,34.10,136.20,192.00,50.50,42.10,70.70,129.50,115.40
24,20220110T135327,2300,144.80,11.20,156.90,124.60,145.20,12.70,74.20,105.60
25,20220110T135327,2400,25.00,185.10,168.20,91.50,171.70,64.10,167.00,39.60
