ID,DateTime,MilliSeconds,1,2,3,4,5,6,7,8
1,20220110T141401,0,113.70,88.70,181.30,70.60,42.10,51.50,18.80,39.20
2,20220110T141403,100,72.60,75.40,15.60,87.00,32.70,130.70,18.20,43.70
3,20220110T141403,200,171.00,48.70,73.50,176.50,179.70,32.40,53.50,179.60
4,20220110T141403,300,158.60,19.40,123.60,41.70,16.40,45.80,120.20,142.10
5,20220110T141403,400,67.70,82.10,171.10,93.10,90.20,68.30,127.10,144.60
6,20220110T141403,500,187.90,188.70,178.40,41.70,125.30,19.30,192.50,154.70
7,20220110T141403,600,29.70,87.80,176.30,120.40,116.50,116.40,150.90,108.50
8,20220110T141403,700,174.80,192.10,57.00,193.20,166.10,34.80,149.50,182.30
9,20220110T141403,800,66.90,17.80,110.50,26.30,160.20,75.80,161.90,94.70
10,20220110T141403,900,112.70,76.80,41.80,162.30,153.70,17.00,76.00,37.10
11,20220110T141403,1000,30.20,139.70,124.10,63.40,97.20,34.80,144.90,69.60
12,20220110T141405,1100,38.00,55.40,165.50,103.70,91.20,198.90,100.10,91.20
13,20220110T141405,1200,135.10,117.90,178.30,58.20,32.20,154.20,109.60,165.30
14,20220110T141405,1300,99.80,66.60,164.10,158.10,95.60,187.30,93.00,163.70
15,20220110T141405,1400,26.20,70.70,108.60,13.60,160.30,18.60,39.00,150.60
16,20220110T141405,1500,26.60,72.10,83.10,38.30,142.80,40.80,60.50,175.10
17,20220110T141405,1600,26.80,117.10,190.60,92.00,173.10,124.70,182.00,83.10
18,20220110T141405,1700,14.00,105.70,45.40,179.90,166.40,183.00,157.40,185.20
19,20220110T141405,1800,29.20,53.00,111.90,33.70,135.60,40.20,123.60,15.40
20,20220110T141405,1900,135.00,192.10,103.10,166.70,79.00,40.50,25.90,70.70
21,20220110T141405,2000,131.00,152.30,190.60,68.50,103.50,16.60,58.00,188.80
22,20220110T141407,2100,166.10,12.90,63.80,177.50,65.70,157.90,44.60,18.80
23,20220110T141407,2200,90.20,106.40,103.00,63.90,90.30,118.20,181.30,76.80
24,20220110T141407,2300,36.70,119.10,116.40,100.30,153.50,120.50,51.90,45.60
25,20220110T141407,2400,69.70,32.60,135.20,123.40,104.00,20.60,127.80,95.10
26,20220110T141407,2500,192.80,185.10,100.10,61.20,39.00,24.70,47.80,75.20
27,20220110T141407,2600,49.30,164.30,151.80,73.20,169.00,71.10,100.80,98.40
28,20220110T141407,2700,25.20,118.00,77.00,91.80,79.20,94.40,73.10,34.40
29,20220110T141407,2800,69.00,11.50,37.70,186.50,165.60,73.60,87.90,51.20
30,20220110T141407,2900,155.80,131.80,42.70,56.70,173.00,67.80,58.60,131.80
31,20220110T141407,3000,128.50,159.50,184.90,90.30,133.40,104.40,160.70,135.50
32,20220110T141409,3100,128.80,85.20,173.90,140.10,95.50,17.60,35.00,37.60
33,20220110T141409,3200,187.10,150.40,81.50,192.00,41.90,116.70,105.10,24.80
34,20220110T141409,3300,67.90,28.20,91.10,20.30,21.00,17.30,94.60,12.00
35,20220110T141409,3400,76.90,136.20,93.00,182.80,44.70,167.40,39.50,42.20
36,20220110T141409,3500,142.90,67.80,89.40,179.20,19.80,31.70,177.80,25.80
37,20220110T141409,3600,50.10,23.60,114.10,23.00,177.30,145.30,185.30,83.40
38,20220110T141409,3700,77.10,183.40,197.80,190.00,145.00,56.20,175.40,172.30
39,20220110T141409,3800,151.20,118.00,23.60,172.80,58.90,124.70,184.80,116.20
40,20220110T141409,3900,73.30,18.90,48.20,106.70,103.10,25.90,110.90,35.60
41,20220110T141409,4000,102.90,79.30,18.40,114.00,102.60,186.20,107.10,162.40
42,20220110T141411,4100,147.80,86.50,24.60,153.10,99.60,87.60,128.80,128.90
43,20220110T141411,4200,64.90,12.20,33.30,198.80,122.40,179.30,179.30,179.10
44,20220110T141411,4300,22.90,169.90,68.30,43.80,80.80,175.20,142.70,133.40
45,20220110T141411,4400,168.60,89.00,19.20,126.80,90.40,51.30,93.50,161.50
46,20220110T141411,4500,163.00,186.60,161.80,150.70,72.40,124.00,105.10,150.50
47,20220110T141411,4600,43.30,191.40,33.40,40.90,169.20,97.90,27.60,167.60
48,20220110T141411,4700,124.60,26.90,59.10,192.00,93.90,14.60,144.80,108.80
49,20220110T141411,4800,63.00,77.00,62.40,174.30,39.50,28.60,125.60,131.80
50,20220110T141411,4900,114.80,143.50,179.50,81.90,176.30,171.90,160.00,115.50
51,20220110T141411,5000,94.90,184.70,100.70,51.60,100.60,142.90,26.30,166.90
52,20220110T141412,5100,39.00,93.20,76.80,194.40,133.70,189.80,24.80,67.60
53,20220110T141412,5200,74.10,196.40,60.20,18.00,184.20,183.30,62.40,143.20
54,20220110T141412,5300,117.10,95.50,82.60,71.70,18.40,48.00,140.30,97.10
55,20220110T141412,5400,60.50,147.00,151.90,92.20,16.80,141.30,159.20,118.80
56,20220110T141412,5500,19.90,22.10,197.40,100.30,31.70,88.00,77.50,48.40
57,20220110T141412,5600,14.70,15.00,71.90,93.40,22.70,20.30,120.00,71.90
58,20220110T141413,5700,186.50,187.00,60.60,13.00,144.20,175.70,67.00,114.20
59,20220110T141413,5800,180.80,36.80,18.30,111.00,174.50,75.30,50.90,105.70
60,20220110T141413,5900,104.30,182.30,86.40,196.60,185.40,199.60,82.80,149.90
61,20220110T141413,6000,33.60,176.60,169.50,26.70,41.90,187.80,86.50,35.10
62,20220110T141414,6100,58.30,197.30,27.90,109.20,28.20,112.30,149.90,195.80
63,20220110T141414,6200,196.70,114.50,18.00,197.40,86.70,83.80,58.20,34.20
64,20220110T141414,6300,169.90,89.80,104.40,17.00,132.50,82.20,15.50,87.70
65,20220110T141414,6400,177.50,48.20,120.00,163.20,198.10,16.90,46.10,134.70
66,20220110T141414,6500,110.30,23.30,85.60,139.90,94.20,72.00,183.50,15.70
67,20220110T141414,6600,105.90,74.20,115.40,114.90,111.10,137.30,83.20,125.40
68,20220110T141414,6700,149.40,183.90,93.40,175.10,189.90,148.50,56.00,129.80
69,20220110T141414,6800,108.60,68.30,93.50,120.30,34.10,191.50,26.80,126.80
70,20220110T141414,6900,36.90,149.40,57.10,193.30,54.10,17.50,32.30,15.20
71,20220110T141414,7000,107.30,171.70,59.40,179.90,14.20,149.20,17.90,53.50
72,20220110T141417,7100,152.40,74.60,77.10,28.40,63.90,110.30,45.00,48.80
73,20220110T141417,7200,183.00,158.40,25.20,142.10,17.20,85.10,140.60,177.40
74,20220110T141417,7300,38.60,178.70,146.40,64.40,12.00,30.30,181.60,50.80
75,20220110T141417,7400,172.40,122.10,82.80,179.00,110.60,77.60,47.30,186.20
76,20220110T141417,7500,64.10,139.40,25.70,193.20,112.30,96.50,91.50,14.10
77,20220110T141417,7600,151.50,193.80,143.20,60.50,54.00,110.60,36.10,140.20
78,20220110T141417,7700,149.30,167.00,153.60,101.50,81.60,99.70,146.60,109.20
79,20220110T141417,7800,164.00,53.30,127.20,142.10,100.50,131.00,106.50,67.90
80,20220110T141417,7900,129.20,143.20,86.60,52.60,15.00,115.70,105.00,85.10
81,20220110T141417,8000,177.70,13.70,92.50,147.00,174.40,86.90,171.90,158.50
82,20220110T141419,8100,32.40,82.20,32.60,96.00,188.40,24.70,158.90,178.20
83,20220110T141419,8200,58.20,11.00,182.90,160.20,170.50,177.30,15.40,95.00
84,20220110T141419,8300,176.20,172.60,15.80,197.10,184.30,54.90,169.50,111.80
85,20220110T141419,8400,140.30,141.50,163.60,127.20,71.20,175.80,127.90,80.80
86,20220110T141419,8500,75.60,171.70,166.30,58.60,139.20,40.30,68.30,29.40
87,20220110T141419,8600,83.90,43.80,113.20,48.40,33.00,26.10,68.00,148.90
88,20220110T141419,8700,24.20,59.10,41.70,17.60,71.70,129.00,133.70,175.60
89,20220110T141419,8800,34.80,178.40,145.70,98.70,94.90,195.60,95.80,67.90
90,20220110T141419,8900,161.90,174.70,187.70,36.60,83.20,105.80,171.90,25.60
91,20220110T141419,9000,76.40,35.10,145.30,187.70,24.10,196.50,131.00,123.50
92,20220110T141421,9100,39.30,119.20,16.10,161.10,165.10,142.70,55.70,128.20
93,20220110T141421,9200,165.80,58.60,148.00,80.50,14.50,108.60,95.60,148.90
94,20220110T141421,9300,58.60,113.70,11.10,63.60,86.90,145.70,124.20,174.60
95,20220110T141421,9400,66.90,34.80,143.20,137.50,180.20,85.50,158.00,149.80
96,20220110T141421,9500,183.40,196.30,103.70,57.80,36.60,152.20,156.50,95.00
97,20220110T141421,9600,54.60,51.50,108.20,28.40,61.90,114.40,64.30,70.10
98,20220110T141421,9700,166.60,158.80,101.60,83.30,113.20,130.10,146.70,81.10
99,20220110T141421,9800,105.00,84.80,12.50,24.60,10.80,130.70,124.10,189.30
100,20220110T141421,9900,43.40,143.60,62.20,139.70,102.60,185.40,56.10,158.50
