ID,DateTime,MilliSeconds,1,2
1,20220125T135725,0,147.70,142.40
2,20220125T135725,100,148.40,143.30
3,20220125T135725,200,145.00,142.70
4,20220125T135726,300,149.90,142.90
5,20220125T135726,400,140.90,144.40
6,20220125T135726,500,146.40,145.10
7,20220125T135726,600,141.20,147.90
8,20220125T135726,700,143.40,140.70
9,20220125T135726,800,148.30,140.00
10,20220125T135726,900,145.90,141.00
11,20220125T135726,1000,145.30,149.10
12,20220125T135727,1100,142.10,142.50
13,20220125T135727,1200,145.30,142.90
14,20220125T135727,1300,149.60,145.30
15,20220125T135727,1400,146.10,145.80
16,20220125T135727,1500,149.10,146.30
17,20220125T135727,1600,142.00,146.80
18,20220125T135727,1700,148.70,142.60
19,20220125T135727,1800,147.20,141.90
20,20220125T135727,1900,144.10,140.40
21,20220125T135727,2000,145.10,149.20
22,20220125T135727,2100,144.50,147.00
23,20220125T135727,2200,147.40,146.20
24,20220125T135727,2300,147.60,141.70
25,20220125T135727,2400,142.60,141.30
26,20220125T135727,2500,144.40,147.10
27,20220125T135727,2600,147.90,143.50
28,20220125T135727,2700,142.90,148.80
29,20220125T135727,2800,144.80,147.80
30,20220125T135728,2900,141.70,142.30
31,20220125T135728,3000,143.80,140.80
32,20220125T135729,3100,142.90,142.60
33,20220125T135729,3200,146.80,140.60
34,20220125T135729,3300,149.90,145.50
35,20220125T135729,3400,142.90,147.60
36,20220125T135729,3500,148.80,149.60
37,20220125T135729,3600,141.90,146.40
38,20220125T135729,3700,143.70,141.60
39,20220125T135729,3800,141.80,149.10
40,20220125T135729,3900,148.30,149.80
41,20220125T135729,4000,142.00,144.80
42,20220125T135730,4100,146.10,145.10
43,20220125T135730,4200,141.80,147.70
44,20220125T135730,4300,144.60,146.10
45,20220125T135730,4400,147.80,142.80
46,20220125T135730,4500,146.30,143.50
47,20220125T135730,4600,140.60,140.80
48,20220125T135730,4700,146.80,147.90
49,20220125T135730,4800,141.90,142.30
50,20220125T135730,4900,147.70,149.20
51,20220125T135730,5000,145.30,147.80
52,20220125T135731,5100,145.30,149.50
53,20220125T135731,5200,147.10,147.50
54,20220125T135731,5300,140.40,146.20
55,20220125T135731,5400,143.20,141.90
56,20220125T135731,5500,143.10,143.50
57,20220125T135731,5600,146.80,146.80
58,20220125T135731,5700,141.00,143.40
59,20220125T135731,5800,147.00,147.80
60,20220125T135731,5900,146.50,144.50
61,20220125T135731,6000,147.90,147.50
62,20220125T135732,6100,142.70,148.70
63,20220125T135732,6200,146.30,143.70
64,20220125T135732,6300,146.60,143.40
65,20220125T135732,6400,148.30,147.50
66,20220125T135732,6500,148.40,145.50
67,20220125T135732,6600,145.60,149.90
68,20220125T135732,6700,146.40,149.30
69,20220125T135732,6800,148.60,143.30
70,20220125T135732,6900,142.40,144.70
71,20220125T135732,7000,149.40,143.00
72,20220125T135733,7100,146.70,146.50
73,20220125T135733,7200,141.00,148.20
74,20220125T135733,7300,140.50,141.40
75,20220125T135733,7400,145.20,144.10
76,20220125T135733,7500,148.50,149.10
77,20220125T135733,7600,140.60,146.00
78,20220125T135733,7700,146.00,141.20
79,20220125T135733,7800,140.30,143.00
80,20220125T135733,7900,148.50,140.00
81,20220125T135733,8000,148.50,146.70
82,20220125T135734,8100,148.40,148.80
83,20220125T135734,8200,140.00,148.60
84,20220125T135734,8300,140.00,149.50
85,20220125T135734,8400,149.90,140.20
86,20220125T135734,8500,142.80,148.30
87,20220125T135734,8600,141.70,143.60
88,20220125T135734,8700,140.20,148.90
89,20220125T135734,8800,147.80,142.50
90,20220125T135734,8900,148.90,142.20
91,20220125T135734,9000,149.50,140.50
92,20220125T135735,9100,141.90,149.10
93,20220125T135735,9200,142.10,147.40
94,20220125T135735,9300,141.40,146.20
95,20220125T135735,9400,140.60,148.30
96,20220125T135735,9500,142.60,141.90
97,20220125T135735,9600,140.10,143.00
98,20220125T135735,9700,144.40,147.50
99,20220125T135735,9800,145.80,146.20
100,20220125T135735,9900,143.10,143.60
